CODERESP;SECURITYID;BIRTHYEARR;control1;control3;CONTROL3@;S11;POLINT;PART;NONVOTE_01;NONVOTE_02;NONVOTE_03;NONVOTE_04;NONVOTE_05;NONVOTE_06;NONVOTE_07;NONVOTE_08;NONVOTE_09;NONVOTE_10;NONVOTE_98;PARTY15;VOTE1;VOTE1A;VOTE1B;VOTE1C;REASON1ACC1;REASON1ACC1_01;REASON1ACC1_02;REASON1ACC1_03;REASON1ACC1_04;REASON1ACC1_05;REASON1ACC1_06;REASON1ACC1_07;REASON2ACC1;REASON2ACC1_01;REASON2ACC1_02;REASON2ACC1_03;REASON2ACC1_04;REASON2ACC1_05;REASON2ACC1_06;REASON2ACC1_07;REASON1DEN1;REASON1DEN1_01;REASON1DEN1_02;REASON1DEN1_03;REASON1DEN1_04;REASON1DEN1_05;REASON2DEN1;REASON2DEN1_01;REASON2DEN1_02;REASON2DEN1_03;REASON2DEN1_04;REASON2DEN1_05;IMPORTANCE1;VOTE2;VOTE2A;VOTE2B;VOTE2C;REASON1ACC2;REASON1ACC2_01;REASON1ACC2_02;REASON1ACC2_03;REASON1ACC2_04;REASON2ACC2;REASON2ACC2_01;REASON2ACC2_02;REASON2ACC2_03;REASON2ACC2_04;REASON2ACC2_05;REASON1DEN2;REASON1DEN2_01;REASON1DEN2_02;REASON1DEN2_03;REASON1DEN2_04;REASON1DEN2_05;REASON1DEN2_06;REASON2DEN2;REASON2DEN2_01;REASON2DEN2_02;REASON2DEN2_03;REASON2DEN2_04;IMPORTANCE2;TRUST_1;TRUST_2;TRUST_3;TRUST_4;TRUST_5;TRUST_6;TRUST_7;TRUST_8;TRUST_9;TRUST_10;TRUST_13;TRUST_16;TRUST_23;TRUST_29;TRUST_31;TRUST_63;LRSP;VALUE1;VALUE3;VALUE4;VALUE8;VALUE9;VALUE10;VALUE12;VALUE13;VALUE16;VALUE17;DIFFICUL1;DECTIME1;ARGU1_1;ARGU1_2;ARGU1_3;ARGU1_4;ARGU1_5;ARGU1_6;ZUSATZ1_1;DIFFICUL2;DECTIME2;ARGU2_1;ARGU2_2;ARGU2_3;ARGU2_4;ARGU2_5;ARGU2_6;ZUSATZ2_1;ZUSATZ2_2;ZUSATZ3;MEDEREI_1;MEDEREI_2;MEDEREI_3;ZUSATZ4;ZUSATZ5;ONLINE;MEDIAUSE_1;MEDIAUSE_2;MEDIAUSE_3;MEDIAUSE_4;MEDIAUSE_5;MEDIAUSE_6;MEDIAUSE_7;MEDIAUSE_8;MEDIAUSE_9;MEDIAUSE_10;MEDIAUSE_11;MEDIAUSE_12;MEDIAUSE_13;MEDIAUSE_14;MEDIAUSE_15;MEDIAUSE2_1;MEDIAUSE2_2;MEDIAUSE2_3;MEDIAUSE2_4;MEDIAUSE2_5;MEDIAUSE2_6;MEDIAUSE2_7;MEDIAUSE2_8;DISCUS;VOTEWIE;PART2;PARTYA;CITIZENREPA;ORIGINPARENTS;CONFESSD;CONFESSR;CULT;EDUC;ACTI;ACTIPREV;S17JOBPOSITION;WORKLOAD;S17SECTOR;MAINEARNER;EDUCMAIN;ACTIMAIN;INCOME;INCOMEPRECARIAT;HABITAT;GEWVORL1;GEWVORL2
13838;20240922.37457.242;1983;99999998;99999998; ;2;3;1;8;8;8;8;8;8;8;8;8;8;8;1;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;In der Landwirtschaft wird schon genug für die Biodiversität unternommen. Es sollen die Privaten auch mal etwas dafür tun und weniger mit den Flugzeug fliegen.;32;13; ; ; ; ;99; ; ; ; ;10;2;99999998;4;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;5;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;9;9;9;6;2;9;9;9;9;9;1;1;8;8;8;8;8;1;8;8;1;8;8;8;8;8;8;8;8;8;98;98;98;8;8;2;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;5;2;98;99999998;1;8;2;99999998;99999998;32;3;99999998;33;98;8;4;98;98;2;2;1;,665749076189062;,679937276651831
13839;20240922.32161.242;1976;99999998;99999998; ;2;2;2;0;0;1;0;0;0;0;0;0;0;0;99;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;1;1;1;9;1;1;1;1;9;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;98;98;98;8;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;4;16;9;8;8;99999998;99999998;98;98;99999998;99999998;98;99999998;8;99999998;99999998;98;8;8;1,33120496744418;1,33491756447126
13841;20240922.49977.242;1995;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;1;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Landwirte machen ohnehin schon viel für die Biodiversität;32;31; ; ; ;nicht noch mehr Einschränkungen für Landwirte;51;56; ; ; ;10;1;2;99999998;99999998; ;99; ; ; ; ; ; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;7;9;6;7;1;5;6;5;5;6;3;3;9;0;0;0;6;10;6;5;6;6;5;6;1;1;3;6;1;1;2;4;3;2;1;1;4;2;2;2;2;2;3;3;2;3;3;8;1;1;1;3;1;1;0;7;8;8;0;0;0;5;0;0;9;7;0;0;6;0;0;4;0;0;2;0;9;1;1;10;1;1;1;1;2;1;51;3;99999998;33;10;2;1;99999998;99999998;9;1;2;1,52822010673281;1,44450671188813
13842;20240922.35226.242;1991;99999998;99999998; ;2;4;1;8;8;8;8;8;8;8;8;8;8;8;16;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;8;2;99999998;4;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;98;5;98;98;5;98;4;98;98;98;0;7;8;98;6;98;98;98;3;6;4;5;1;3;2;5;6;9;1;1;8;8;8;8;1;8;8;2;2;8;2;8;8;8;8;8;8;8;2;98;98;8;2;4;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;5;1;1;18;1;1;1;2;2;32;3;99999998;33;23;1;2;32;3;7;2;1;,818451725504447;,835894268897865
13843;20240922.35931.242;1947;99999998;99999998; ;1;1;1;8;8;8;8;8;8;8;8;8;8;8;9;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Verlust des landwirtschaftlich produktiven Landes;56; ; ; ; ;Schweizweit, ausserhalb der Agglomerationen, wird sehr viel für die Biodiversität gemacht;31; ; ; ; ;8;1;2;99999998;99999998;Weil es so wie es ist für mich stimmt.;12;21; ; ; ;99; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;6;7;3;2;3;6;8;7;4;4;2;7;4;3;3;9;4;4;5;6;5;5;5;5;6;8;3;6;1;1;2;2;2;2;1;1;3;2;2;2;1;3;3;2;2;2;2;2;1;1;2;3;2;2;7;8;5;5;2;3;2;3;2;0;0;0;0;2;2;0;0;0;0;0;7;0;6;4;1;10;9;1;1;1;2;4;52;7;3;32;10;2;4;51;7;7;1;1;1,7657814692693;1,66905485201364
13844;20240922.33752.242;1957;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;1;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Umsetzung schwer realisierbar und Problem für Landwirte;56; ; ; ; ; ;99; ; ; ; ;8;2;99999998;3;99999998; ;99998; ; ; ; ;99998; ; ; ; ;Sehe nicht, dass die berufliche Vorsorge in finanziellen Problemen steckt.;13;32; ; ; ; ; ;99; ; ; ;5;5;5;3;0;5;7;5;7;7;5;5;7;5;0;98;98;2;5;1;8;6;5;8;8;2;6;6;2;2;3;8;1;3;2;8;8;1;2;3;1;4;2;1;2;8;4;8;2;1;98;2;1;1;1;0;5;1;5;0;0;5;1;0;0;0;0;0;1;0;0;0;0;0;4;0;0;3;1;6;1;1;1;1;5;5;32;1;99999998;12;10;1;8;99999998;99999998;98;3;1;1,05387416060782;1,0763339407082
13848;20240922.44216.242;1969;99999998;99999998; ;1;2;2;0;0;1;0;1;0;0;0;1;0;0;1;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;10;2;6;2;9;2;3;2;8;6;6;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;98;98;98;8;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;98;18;1;2;1;1;2;21;3;99999998;33;10;1;1;99999998;99999998;6;2;1;2,05706872315951;2,06280568133866
13850;20240922.42272.242;1984;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;1;2;99999998;2;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Zu wenig Erklärt;13; ; ; ; ; ;99; ; ; ; ;4;1;3;99999998;99999998; ;99; ; ; ; ; ; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;10;3;0;3;0;0;10;0;0;0;2;1;9;4;0;3;0;9;8;1;1;6;6;8;6;1;1;8;2;3;4;3;4;2;4;1;3;8;3;1;1;4;1;4;1;2;1;1;2;1;1;1;1;3;0;0;0;0;0;0;0;6;4;0;0;10;0;0;8;0;0;3;0;0;0;0;0;4;1;5;1;1;2;2;99999998;99999998;32;3;99999998;32;10;1;1;99999998;99999998;11;2;1;1,07845435281928;1,01937838944086
13851;20240922.40356.242;1966;99999998;99999998; ;2;4;1;8;8;8;8;8;8;8;8;8;8;8;1;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Die Bauern machen schon sehr viel für die Natur;31; ; ; ; ; ;99; ; ; ; ;10;2;99999998;4;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;8;5;5;5;5;5;5;5;5;5;5;5;10;5;5;5;5;5;9;8;9;8;5;8;5;9;6;6;1;1;2;8;3;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;98;98;98;8;2;8;98;98;98;98;5;5;5;98;5;98;98;98;98;98;98;98;98;98;98;98;98;98;98;8;2;98;18;1;1;1;2;9;98;98;99999998;99999998;98;99999998;8;99999998;99999998;98;8;8;,660992788828628;,675079625037292
13853;20240922.44372.242;1960;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;17;1;4;99999998;99999998;Natürliche Vielfalt/Gleichgewit sind wichtig für alle Lebensabläufe;12;31; ; ; ; ; ;Natur sollte für alle wichtig werden;12;32; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;10;2;99999998;4;99999998; ;99998; ; ; ; ;99998; ; ; ; ;finanzielle Benachteiligung;31; ; ; ; ; ; ;99; ; ; ;8;98;98;98;0;98;98;98;98;98;98;1;98;8;98;8;98;98;9;1;1;3;1;3;1;9;5;1;1;1;8;8;1;8;3;4;2;1;8;8;8;8;8;8;8;8;8;8;98;1;98;8;2;2;4;5;4;3;2;2;2;3;98;98;98;0;0;0;0;3;0;0;0;0;3;0;3;2;1;9;2;1;8;2;99999998;99999998;52;98;99999998;99999998;98;99999998;8;99999998;99999998;98;8;8;,615828812821105;,631682326696458
13856;20240922.36549.242;1969;99999998;99999998; ;2;3;1;8;8;8;8;8;8;8;8;8;8;8;99;2;99999998;2;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Initiative zu radikal;51;52; ; ; ;Es sind bereits schon gute Dinge am laufen;32; ; ; ; ;5;2;99999998;4;99999998; ;99998; ; ; ; ;99998; ; ; ; ;Nicht gut zu Ende gedachte Vorlage;13;30; ; ; ; ; ;99; ; ; ;9;8;8;4;4;4;8;5;6;6;7;7;9;5;5;6;6;98;2;3;8;2;1;3;2;2;3;5;1;3;3;8;2;8;2;1;2;2;2;3;8;8;2;2;8;2;2;8;2;1;2;2;4;2;4;8;9;5;0;0;0;5;0;3;98;0;8;10;0;3;3;1;0;0;4;0;9;5;1;8;18;1;1;1;2;4;32;3;99999998;33;22;1;2;51;3;98;8;8;,573817313466932;,586046297875112
13857;20240922.30269.242;1943;99999998;99999998; ;1;1;1;8;8;8;8;8;8;8;8;8;8;8;3;2;99999998;3;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Die Ja Parole hat mich nicht überzeugt, die bestehenden Gesetze/Vorschriften müssen besser umgesetzt werden.;13; ; ; ; ; ;99; ; ; ; ;10;2;99999998;4;99999998; ;99998; ; ; ; ;99998; ; ; ; ;Die Senkung des Umwandlungssatzes würde zunächst zu niedrigeren Renten führen. Die in der Reform aufgezeigten Gegenmassnahmen sind  zu kompliziert um einen Ausgleich zu garantieren und hätten einen riesigen administrativen Aufwand zur Folge, was wiede;37;31;53;33; ; ;Das Problem des fehlenden Teuerungsausgleichs insbesondere für Rentner wird in der Vorlage nirgends erwähnt.;31;45; ; ;6;6;5;5;4;5;8;4;5;5;6;4;7;5;6;8;5;5;1;3;2;3;1;3;4;2;2;4;1;1;2;3;2;2;2;2;3;2;2;2;2;8;2;1;2;1;3;3;98;1;1;3;1;3;9;3;8;9;9;9;1;9;2;1;98;1;5;1;6;2;2;9;1;2;9;9;9;3;1;10;3;1;2;1;1;2;51;7;3;32;10;2;1;99999998;99999998;14;1;2;,74077287831208;,756559958566156
13860;20240922.30523.242;2002;99999998;99999998; ;2;4;2;0;0;0;0;1;0;0;0;0;0;0;16;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;5;5;5;5;5;5;5;5;5;5;5;5;5;6;5;5;5;9;9;9;9;6;9;9;9;3;4;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;98;98;98;8;4;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;0;1;1;2;2;99999998;99999998;32;3;99999998;33;10;3;1;99999998;99999998;2;2;8;1,72522166855754;1,7300331386124
13861;20240922.38949.242;1995;99999998;99999998; ;2;3;2;1;0;1;0;0;1;1;0;0;0;0;17;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;1;2;5;6;1;8;2;5;3;2;4;7;2;5;8;6;4;5;3;1;3;1;1;1;1;3;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;98;1;98;8;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;4;2;1;1;8;99999998;99999998;52;3;99999998;33;23;2;2;52;1;10;2;2;1,16545506400507;1,16870540118953
13863;20240922.45393.242;1963;99999998;99999998; ;2;1;1;8;8;8;8;8;8;8;8;8;8;8;17;2;99999998;2;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;6;2;99999998;4;99999998; ;99998; ; ; ; ;99998; ; ; ; ;Hat mich nicht überzeugt;13; ; ; ; ; ; ;99; ; ; ;98;10;98;7;7;7;7;7;98;98;7;7;98;98;7;7;7;98;8;8;8;6;1;6;1;1;6;8;2;1;1;8;1;4;1;1;8;1;1;1;1;4;1;1;4;8;8;8;2;1;2;1;1;3;10;0;0;7;7;7;7;7;7;10;7;0;0;0;0;0;0;98;0;0;0;0;10;2;1;98;1;1;1;1;2;2;97;8;98;99999998;22;99999998;2;97;3;98;2;2;,602877950070088;,615726264121294
13866;20240922.32631.242;1982;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;1;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;9;2;99999998;2;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;7;3;5;5;2;4;7;6;5;7;3;4;9;4;6;4;3;8;5;3;3;4;4;4;2;1;4;4;1;1;3;3;2;4;1;3;4;2;3;2;2;3;8;2;2;2;2;3;2;1;1;3;2;1;6;1;0;10;3;0;0;7;0;0;5;0;4;0;0;1;3;4;0;6;2;2;7;3;1;6;1;1;1;1;2;4;51;3;99999998;32;23;1;2;51;1;6;2;2;,665749076189062;,679937276651831
13869;20240922.37527.242;1998;99999998;99999998; ;1;3;2;0;0;0;1;0;0;0;0;0;0;0;2;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;5;3;3;2;5;10;5;6;98;5;3;5;5;5;10;5;4;3;8;1;1;1;1;3;1;1;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;98;1;2;8;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;7;2;2;2;2;99999998;99999998;32;1;99999998;12;22;1;8;99999998;99999998;11;2;8;1,2074158738705;1,21078323554162
13870;20240922.44743.242;1956;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;4;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Genügend Landvorhanden für Biodiversität;52;32; ; ; ; ;99; ; ; ; ;6;1;4;99999998;99999998;Bessere Renten für kleinere EInkommen/Teilzeitarbeit;43;42; ; ; ;99; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;6;8;7;6;3;5;6;7;7;7;5;8;5;6;7;7;6;5;5;5;1;5;1;2;4;1;5;2;1;1;2;2;1;3;2;2;2;1;1;2;1;2;3;2;2;3;2;3;1;1;98;3;2;2;8;8;7;5;4;6;4;3;3;3;98;1;1;2;1;2;2;2;2;1;5;3;5;4;1;10;4;1;1;1;2;3;32;7;3;33;10;1;1;99999998;99999998;8;1;2;1,27478916896305;1,20495830587274
13873;20240922.31162.242;1962;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;17;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Ich finde, es wird bereits sehr viel gemacht. Initianten haben oft sehr übertriebene Forderungen und Ideen.;32;31;52; ; ; ;99; ; ; ; ;10;1;4;99999998;99999998;Ich bin in der beruflichen Vorsorge als Geschäftsführerin einer autonomen Kasse tätig (sehr gut überobligatorisch versichert). Wir treffen seit Jahren Massnahmen, damit unsere Pensionskasse gesund ist. Die vorgesehenen Massnahmen waren kompliziert und;36;35;33;32;Es ist ein grosser Reformbedarf vorhanden.;33; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;0;9;9;4;9;9;9;9;4;9;5;9;5;4;5;9;9;3;1;4;1;2;6;2;4;6;4;1;8;1;2;2;1;1;1;1;3;1;1;4;2;3;4;2;2;3;4;1;2;1;2;4;1;3;9;0;7;10;0;0;0;10;0;9;0;0;0;0;10;0;5;0;0;0;9;0;10;2;1;10;2;1;1;2;99999998;99999998;51;3;99999998;32;10;1;1;99999998;99999998;15;1;1;,807713436462962;,763468217119177
13874;20240922.40134.242;1974;99999998;99999998; ;2;3;2;0;0;0;0;0;0;0;1;0;0;0;17;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;6;6;98;7;98;5;98;0;98;7;5;5;7;7;8;98;5;3;2;2;3;1;3;6;6;4;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;1;1;1;8;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;3;4;2;2;1;2;4;51;3;99999998;33;22;1;2;51;3;10;2;2;1,05435745539011;1,05729795249618
13881;20240922.31429.242;1939;99999998;99999998; ;2;2;2;0;0;0;1;0;0;0;0;0;0;0;99;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;5;9;8;9;3;8;9;9;3;9;9;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;98;98;98;8;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;98;18;1;1;8;99999998;99999998;98;98;99999998;99999998;98;99999998;8;99999998;99999998;98;8;8;2,28300372161873;2,28937078982909
13883;20240922.37388.242;1939;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;1;1;4;99999998;99999998;Bio Natur, der bestehende Bodenfläche;32; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;10;1;4;99999998;99999998;Eine bessere Rente für die unseren Einkommen;12;43; ; ; ;99; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;10;8;6;9;4;5;9;7;4;3;6;8;5;7;6;4;4;7;4;3;3;5;1;5;2;1;6;6;2;1;2;1;1;2;2;3;2;2;1;2;1;3;3;1;3;1;8;8;2;1;1;1;1;2;10;8;10;3;1;8;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;2;5;4;1;10;1;1;1;1;1;2;51;9;3;31;10;1;1;99999998;99999998;9;1;2;,595333973187098;,565164356647716
13885;20240922.34822.242;1995;99999998;99999998; ;2;3;2;0;0;0;1;0;0;0;0;0;0;0;99;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;5;5;6;4;5;4;5;4;5;5;4;7;4;5;6;5;5;2;3;3;3;3;3;3;4;4;6;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;1;1;1;8;4;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;10;16;1;1;1;1;1;32;3;99999998;32;10;1;1;99999998;99999998;4;2;1;1,32853894701736;1,33224410878108
13887;20240922.33994.242;1958;99999998;99999998; ;2;2;2;1;1;0;0;0;0;0;0;0;0;0;1;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;5;98;98;5;98;98;98;98;98;98;0;98;98;98;98;98;8;9;4;5;2;1;5;1;1;2;5;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;98;1;1;3;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;5;1;1;1;1;1;2;32;7;3;33;22;1;2;32;7;2;2;1;2,40608787369532;2,41279821125056
13888;20240922.32889.242;1982;99999998;99999998; ;2;2;2;0;0;0;0;0;0;0;1;0;0;0;3;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;3;3;3;8;5;8;3;3;5;5;3;5;5;5;5;5;5;3;4;4;1;1;6;1;6;1;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;98;1;1;8;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;7;3;2;2;2;99999998;99999998;52;2;99999998;99999998;10;99999998;3;99999998;99999998;15;1;2;1,07596305857195;1,07896381153651
