CODERESP,SECURITYID,BIRTHYEARR,CONTROL1,CONTROL3,CONTROL3@,S11,POLINT,PART,NONVOTE_01,NONVOTE_02,NONVOTE_03,NONVOTE_04,NONVOTE_05,NONVOTE_06,NONVOTE_07,NONVOTE_08,NONVOTE_09,NONVOTE_10,NONVOTE_98,PARTY15,VOTE1,VOTE1A,VOTE1B,VOTE1C,IMPORTANCE1,REASON1ACC1,REASON1ACC1_01,REASON1ACC1_02,REASON1ACC1_03,REASON1ACC1_04,REASON1ACC1_05,REASON1ACC1_06,REASON1ACC1_07,REASON1ACC1_08,REASON2ACC1,REASON2ACC1_01,REASON2ACC1_02,REASON2ACC1_03,REASON2ACC1_04,REASON2ACC1_05,REASON2ACC1_06,REASON2ACC1_07,REASON1DEN1,REASON1DEN1_01,REASON1DEN1_02,REASON1DEN1_03,REASON1DEN1_04,REASON1DEN1_05,REASON2DEN1,REASON2DEN1_01,REASON2DEN1_02,REASON2DEN1_03,REASON2DEN1_04,REASON2DEN1_05,VOTE2,VOTE2A,VOTE2B,VOTE2C,IMPORTANCE2,REASON1ACC2,REASON1ACC2_01,REASON1ACC2_02,REASON1ACC2_03,REASON1ACC2_04,REASON2ACC2,REASON2ACC2_01,REASON2ACC2_02,REASON2ACC2_03,REASON2ACC2_04,REASON1DEN2,REASON1DEN2_01,REASON1DEN2_02,REASON1DEN2_03,REASON1DEN2_04,REASON1DEN2_05,REASON2DEN2,REASON2DEN2_01,REASON2DEN2_02,REASON2DEN2_03,REASON2DEN2_04,VOTE3,VOTE3A,VOTE3B,VOTE3C,IMPORTANCE3,REASON1ACC3,REASON1ACC3_01,REASON1ACC3_02,REASON1ACC3_03,REASON1ACC3_04,REASON1ACC3_05,REASON2ACC3,REASON2ACC3_01,REASON2ACC3_02,REASON2ACC3_03,REASON1DEN3,REASON1DEN3_01,REASON1DEN3_02,REASON1DEN3_03,REASON1DEN3_04,REASON1DEN3_05,REASON2DEN3,REASON2DEN3_01,REASON2DEN3_02,REASON2DEN3_03,REASON2DEN3_04,TRUST_1,TRUST_2,TRUST_3,TRUST_4,TRUST_5,TRUST_6,TRUST_7,TRUST_8,TRUST_9,TRUST_10,TRUST_26,TRUST_27,TRUST_28,TRUST_29,LRSP,VALUE1,VALUE2,VALUE3,VALUE4,VALUE5,VALUE6,VALUE7,VALUE8,VALUE9,VALUE10,VALUE12,VALUE13,VALUE14,VALUE16,DIFFICUL1,DECTIME1,ARGU1_1,ARGU1_2,ARGU1_3,ARGU1_4,ARGU1_5,ARGU1_6,DIFFICUL2,DECTIME2,ARGU2_1,ARGU2_2,ARGU2_3,ARGU2_4,ARGU2_5,ARGU2_6,DIFFICUL3,DECTIME3,ARGU3_1,ARGU3_2,ARGU3_3,ARGU3_4,ARGU3_5,ARGU3_6,COVID1A,COVID1B,COVID1C,COVID2,ONLINE,MEDIAUSE_1,MEDIAUSE_2,MEDIAUSE_3,MEDIAUSE_4,MEDIAUSE_5,MEDIAUSE_6,MEDIAUSE_7,MEDIAUSE_8,MEDIAUSE_9,MEDIAUSE_10,MEDIAUSE_11,MEDIAUSE_12,MEDIAUSE_13,MEDIAUSE_14,MEDIAUSE_15,MEDIAUSE2_1,MEDIAUSE2_2,MEDIAUSE2_3,MEDIAUSE2_4,MEDIAUSE2_5,MEDIAUSE2_6,MEDIAUSE2_7,MEDIAUSE2_8,DISCUS,VOTEWIE,PART2,PARTYA,CITIZENREPA,ORIGINPARENTS,CONFESSD,CONFESSR,CULT,EDUC,ACTI,ACTIPREV,S17JOBPOSITION,WORKLOAD,S17SECTOR,MAINEARNER,EDUCMAIN,ACTIMAIN,INCOME,INCOMEPRECARIAT,HABITAT,GEWVORL1,GEWVORL2,GEWVORL3
16088,20210307.20448.203,1977,99999998,99999998, ,1,3,1,8,8,8,8,8,8,8,8,8,8,8,16,1,1,99999998,99999998,2, ,99, , , , , , , , , , , , , , , , ,99999998, , , , , ,99999998, , , , ,1,8,99999998,99999998,5, ,99, , , , , , , , , ,99999998, , , , , ,99999998, , , ,1,2,99999998,99999998,4, ,99, , , , , , , , , ,99999998, , , , , ,99999998, , , ,5,5,5,4,5,7,5,5,7,5,5,5,5,5,98,3,3,3,2,3,3,6,3,1,2,3,2,3,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,2,1,1,1,4,1,3,4,2,6,4,1,3,6,4,6,0,5,3,0,0,2,2,3,3,2,2,3,3,5,1,2,16,1,1,1,2,1,52,1,99999998,31,10,1,1,99999998,99999998,12,1,2,.966868334563411,.994934935603802,.82860531164579
16089,20210307.19577.203,1991,99999998,99999998, ,1,4,2,0,1,0,0,0,0,0,0,0,0,0,16,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , , , , ,99999998, , , , , , , ,99999998, , , , , ,99999998, , , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , ,99999998, , , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,6,5,4,4,4,3,3,3,3,3,3,3,3,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,4,1,1,2,2, ,99999998,32,3,99999998,33,10,3,1,99999998,99999998,98,3,1,.244894373555883,.244941803591271,.245093406510946
16091,20210307.25283.203,1956,99999998,99999998, ,1,1,1,8,8,8,8,8,8,8,8,8,8,8,1,1,4,99999998,99999998,98,Respect des traditions suisses,63,65, , , , , , , ,99, , , , , , , ,99999998, , , , , ,99999998, , , , ,1,4,99999998,99999998,9, ,99, , , , , , , , , ,99999998, , , , , ,99999998, , , ,2,99999998,3,99999998,5, ,99999998, , , , , ,99999998, , , ,98, , , , , , , , , ,7,5,3,3,2,8,4,7,7,5,7,8,2,6,2,5,1,5,4,2,4,3,4,2,5,2,1,5,5,1,1,2,1,2,1,3,4,2,2,2,2,2,1,2,2,1,1,2,2,2,3,3,3,1,2,1,3,3,8,8,8,3,3,3,3,7,8,2,3,0,0,6,3,2,2,2,2,2,2,2,8,3,1,10,1,1,1,2, ,99999998,51,1,99999998,12,10,1,1,99999998,99999998,12,1,2,.315181021534405,.418982551464723,.258810671038449
16092,20210307.16456.203,1975,99999998,99999998, ,1,2,1,8,8,8,8,8,8,8,8,8,8,8,16,2,99999998,4,99999998,0, ,99999998, , , , , , , , ,99999998, , , , , , ,"Unnötig, genug Gesetzte dagegen, Kleidervorschriften gehören nicht in Verfassung, Religionsfreihiet dadurch würde keineUnterdrückung gestoppt.",43,101,46, , , ,98, , , , ,1,2,99999998,99999998,0,Bei den Banken ist der Staat auch nihct involviert. Ich glaube dem Bundesrat.,24,95, , , ,99, , , , ,99999998, , , , , ,99999998, , , ,1,4,99999998,99999998,0,"ich glaubte daran, dass es kontrollierbar, überprüfbar sei.",51, , , , , ,99, , , ,99999998, , , , , ,99999998, , , ,9,9,1,5,1,9,7,1,1,5,5,5,4,7,5,4,4,2,3,5,1,2,4,6,5,4,2,5,4,2,2,1,2,4,2,1,1,1,2,1,2,2,3,2,2,1,2,2,1,2,2,2,2,1,1,1,4,3,8,3,10,8,3,3,1,8,8,5,8,0,1,0,0,1,1,0,0,0,8,0,98,2,1,8,16,1,1,1,1,2,40,3,99999998,32,10,2,3,99999998,99999998,10,1,2,.38403274116236,.349418026355917,.346442578835473
16095,20210307.16766.203,1972,99999998,99999998, ,2,1,1,8,8,8,8,8,8,8,8,8,8,8,2,2,99999998,4,99999998,10, ,99999998, , , , , , , , ,99999998, , , , , , ,Von Fruaenfeindlichen rassistisch motivierten maennern initiert - todler Quatsch,30, , , , , ,99, , , , ,2,99999998,8,99999998,3, ,99999998, , , , ,99999998, , , , ,99, , , , , , , , , ,2,99999998,8,99999998,5, ,99999998, , , , , ,99999998, , ,Die oekologischen rahmenbedingungen waren nicht sauber ausgearbeitet,52, , , , , ,99, , , ,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,1,8,1,1,1,6,1,1,1,1,6,8,6,9,1,1,1,4,4,2,1,1,8,3,8,8,8,8,8,8,8,3,8,8,8,8,8,8,1,1,1,8,3,2,7,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,4,1,7,5,1,1,1,1,2,51,3,99999998,33,21,2,1,99999998,99999998,5,2,1,.711137165755445,.675535199237066,.590449961354128
16097,20210307.22359.203,1963,99999998,99999998, ,2,1,1,8,8,8,8,8,8,8,8,8,8,8,11,2,99999998,8,99999998,2, ,99999998, , , , , , , , ,99999998, , , , , , ,"Nicht zielfuehrend, nur hetzerisch",41,62, , , ,"?? Bericht von France, ??",96, , , , ,2,99999998,8,99999998,2, ,99999998, , , , ,99999998, , , ,Weil SVP dafuer war,92, , , , , ,98, , , ,3,99999998,99999998,8,7, ,99999998, , , , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,5,2,6,6,1,9,6,8,98,9,98,6,98,9,3,3,6,1,2,3,3,2,3,2,2,3,8,6,5,2,2,2,2,2,1,2,1,2,8,8,8,2,2,2,2,2,2,8,8,8,8,1,8,1,1,1,3,1,10,10,10,7,8,1,5,10,7,0,1,0,0,0,7,10,3,2,0,7,10,5,9,2,2,9,11,1,1,1,1,2,32,9,3,32,98,8,2,32,1,4,3,2,.281902349887772,.245937607918206,.337845081056394
16098,20210307.17503.203,1940,99999998,99999998, ,1,3,1,8,8,8,8,8,8,8,8,8,8,8,7,1,4,99999998,99999998,10,Per mantenere la nostra elveticità,64,65, , , , , , ,La nostra identità,64, , , , , , , ,99999998, , , , , ,99999998, , , , ,2,99999998,2,99999998,5, ,99999998, , , , ,99999998, , , ,"Sono anziano, e la digitalizzazione non fa per me",43, , , , ,Non si sa dove vanno a finire i dati!!,42, , , ,2,99999998,8,99999998,6, ,99999998, , , , , ,99999998, , , ,98, , , , , , , , , ,7,5,3,3,98,8,6,4,5,0,0,4,0,3,5,3,5,4,3,3,1,3,3,2,3,2,1,5,4,1,1,1,1,1,1,3,4,2,3,3,3,3,3,3,3,2,3,3,3,4,2,2,3,2,2,2,4,2,4,7,7,5,5,5,5,98,8,2,98,98,98,98,98,98,98,98,98,98,98,98,7,4,1,9,7,1,1,1,2,6,51,7,3,32,10,2,1,99999998,99999998,6,2,2,.120676360074733,.157331006147447,.181115700699284
16099,20210307.12881.203,1961,99999998,99999998, ,2,3,1,8,8,8,8,8,8,8,8,8,8,8,17,1,4,99999998,99999998,10,"Nostro Paese, nostre legge. L'immigrato/turista deve adesguarsi",65,100, , , , , , , ,98, , , , , , , ,99999998, , , , , ,99999998, , , , ,2,99999998,4,99999998,10, ,99999998, , , , ,99999998, , , ,La consegna a privati dell'elaborazione dei dati dei cittadini,41, , , , ,E' la confederazione che deve occuparsi direttamente e non delegare a privati,21,22, , ,1,2,99999998,99999998,5,L'importanza per la confederazione,95, , , , , ,98, , , ,99999998, , , , , ,99999998, , , ,5,5,2,2,1,5,2,0,2,2,0,0,0,2,5,6,6,5,1,2,1,2,5,1,5,5,1,6,3,1,1,2,1,2,3,4,4,1,1,4,4,4,1,1,1,2,2,2,2,3,4,1,8,1,1,1,4,3,7,7,7,8,2,0,0,0,1,0,0,0,0,7,7,0,0,0,0,0,7,0,5,3,1,10,3,2,2,1,2,5,32,5,3,98,21,1,2,51,1,4,3,2,.0753832632695787,.0982804308112698,.0711871907064045
16101,20210307.17674.203,1994,99999998,99999998, ,1,2,1,8,8,8,8,8,8,8,8,8,8,8,3,2,99999998,4,99999998,6, ,99999998, , , , , , , , ,99999998, , , , , , , ,99, , , , , , , , , , ,2,99999998,1,99999998,7, ,99999998, , , , ,99999998, , , , ,99, , , , , , , , , ,1,4,99999998,99999998,2, ,99, , , , , , , , , ,99999998, , , , , ,99999998, , , ,9,8,5,1,8,8,7,5,6,5,3,4,1,4,7,3,3,5,2,3,1,3,2,2,4,1,1,5,2,1,1,2,1,3,1,2,3,1,1,3,2,2,4,2,2,8,1,1,1,1,1,1,1,1,1,1,4,1,6,0,0,6,0,0,0,0,0,3,5,0,0,10,0,2,0,0,3,0,5,0,9,3,1,10,3,1,1,1,1,3,52,9,3,33,22,1,4,52,3,8,1,1,.598926314160362,.568942007882316,.607785747208968
16105,20210307.14723.203,1961,99999998,99999998, ,1,2,1,8,8,8,8,8,8,8,8,8,8,8,6,1,3,99999998,99999998,3,"Handhabe gegen Hooligans. Die Religion spielte dabei keine Rolle, weil das Problem zahlenmässig betrachtet nicht existent ist.",36, , , , , , , , ,98, , , , , , , ,99999998, , , , , ,99999998, , , , ,1,2,99999998,99999998,6,Ich finde die Idee einer Personalisierung des Internets richtig. Man könnte viel Kriminalität vermeiden mit besserer Rückverfolgbarkeit.,52, , , ,Lieber eine nationale Lösung (des Heimatstaats) als diese Aufgabe Facebook und anderen fremdländischen und gewinnorientierten Firmen zu überlassen.,53, , , , ,99999998, , , , , ,99999998, , , ,1,4,99999998,99999998,4,"Mir scheint die Lösung nicht perfekt, aber es ist das erste Handelsabkommen, das ökologische Gesichtspunkte überhaupt berücksichtigt.",51, , , , , ,98, , , ,99999998, , , , , ,99999998, , , ,8,4,0,5,3,7,4,5,6,4,8,6,5,4,4,3,2,4,1,2,2,1,3,5,1,5,6,6,2,1,3,2,2,1,2,3,1,2,2,2,1,2,3,2,3,2,2,3,2,2,3,2,3,1,1,1,3,3,4,2,4,3,0,1,0,0,0,0,0,0,0,0,1,0,3,4,0,1,4,0,5,3,1,10,19,1,2,1,1,6,40,3,99999998,32,22,3,2,52,3,11,1,1,1.05488881960412,1.00838961848089,.999802739259913
16107,20210307.17839.203,1940,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,3,3,99999998,99999998,2,5, ,99999998, , , , , , , , ,99999998, , , , , , , ,99999998, , , , , ,99999998, , , , ,1,4,99999998,99999998,8,Puo essere utile,12,43, , , ,99, , , , ,99999998, , , , , ,99999998, , , ,1,4,99999998,99999998,8,Spiegazioni del cosnigliere federale Parmelin,95, , , , , ,99, , , ,99999998, , , , , ,99999998, , , ,10,10,8,4,98,10,8,98,8,5,98,98,98,8,7,2,1,3,2,9,1,9,9,1,4,1,8,5,1,1,1,2,1,1,1,3,3,2,2,2,1,1,8,1,1,2,2,1,1,1,4,8,8,1,1,1,4,3,8,98,10,1,0,0,0,98,0,0,98,0,0,10,98,98,98,98,98,98,98,98,10,4,2,10,2,1,1,8, ,99999998,60,7,1,11,10,8,3,99999998,99999998,98,1,2,.316438399579326,.276216242419798,.258022927794286
16108,20210307.14279.203,1964,99999998,99999998, ,2,3,1,8,8,8,8,8,8,8,8,8,8,8,17,2,99999998,8,99999998,0, ,99999998, , , , , , , , ,99999998, , , , , , ,unnoetige Vorlage,12, , , , , ,99, , , , ,1,2,99999998,99999998,98, ,99, , , , , , , , , ,99999998, , , , , ,99999998, , , ,8,99999998,99999998,99999998,98, ,99999998, , , , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,5,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,4,2,9,6,2,8,2,8,2,2,9,3,3,1,1,2,1,2,1,1,1,2,3,8,8,1,2,2,1,8,8,8,8,8,8,8,8,1,1,1,4,2,7,7,0,3,0,0,2,0,4,0,0,0,8,8,0,98,98,98,98,98,98,98,5,4,1,10,16,1,1,1,1,4,33,3,99999998,33,22,2,2,32,3,98,1,2,.388367824571415,.2512967926702,.329258147766615
16110,20210307.22182.203,1971,99999998,99999998, ,1,2,1,8,8,8,8,8,8,8,8,8,8,8,3,1,8,99999998,99999998,4, ,99, , , , , , , , , , , , , , , , ,99999998, , , , , ,99999998, , , , ,1,4,99999998,99999998,6, ,99, , , , , , , , , ,99999998, , , , , ,99999998, , , ,1,4,99999998,99999998,6, ,99, , , , , , , , , ,99999998, , , , , ,99999998, , , ,5,4,4,5,5,6,6,3,5,3,5,5,1,5,6,2,4,4,2,5,3,9,2,1,4,3,3,1,2,1,1,1,1,2,2,2,3,1,1,1,1,2,3,3,2,1,1,3,8,8,2,3,8,1,1,1,3,1,0,0,7,7,0,0,0,7,0,0,0,0,0,0,7,98,0,0,0,98,6,4,7,4,1,8,3,1,1,1,1,1,51,3,99999998,32,10,1,1,99999998,99999998,10,1,2,1.25735436999918,1.30646962273091,1.45979633187859
16111,20210307.13588.203,1972,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,5,2,99999998,2,99999998,3, ,99999998, , , , , , , , ,99999998, , , , , , ,Touche très peu de personnes en Suisse,44, , , , ,Ne pas discriminer un groupe religieux,101, , , , ,2,99999998,2,99999998,8, ,99999998, , , , ,99999998, , , ,Le fait que le service est externalism à des privés,22, , , , , ,99, , , ,2,99999998,2,99999998,8, ,99999998, , , , , ,99999998, , ,Le peu d'importance donné à la durabilité vs l'économie,33, , , , , ,99, , , ,7,5,4,7,5,9,8,5,7,8,3,8,7,8,2,1,1,3,1,3,4,4,1,1,1,4,3,4,2,2,2,2,2,4,8,1,1,2,2,3,2,8,2,2,2,1,2,2,2,2,3,8,8,1,2,1,3,3,7,10,0,6,0,0,0,9,5,3,0,0,0,0,98,5,98,1,3,3,8,0,9,2,1,10,5,1,1,1,2,2,52,3,99999998,32,10,2,1,99999998,99999998,12,1,1,1.00271004784595,.963303260483431,1.14749353965054
16112,20210307.21866.203,1945,99999998,99999998, ,2,1,1,8,8,8,8,8,8,8,8,8,8,8,2,2,99999998,4,99999998,0, ,99999998, , , , , , , , ,99999998, , , , , , ,Religionsfreiheit,101, , , , , ,99, , , , ,2,99999998,4,99999998,8, ,99999998, , , , ,99999998, , , ,Moechte staatliche Loesung,21, , , , , ,99, , , ,2,99999998,4,99999998,8, ,99999998, , , , , ,99999998, , ,"Umwelt, Menschenrechte, Globalisierung",54,41,60, , , ,99, , , ,7,5,4,6,4,7,7,6,5,8,4,6,5,7,5,2,2,2,2,2,6,2,2,1,1,1,3,5,5,1,1,2,2,2,1,1,1,1,1,3,2,2,2,2,1,2,1,2,3,2,2,1,1,1,1,1,3,2,10,10,9,0,0,0,0,0,8,0,98,0,0,0,0,98,98,98,98,98,7,98,5,2,1,10,2,2,2,1,1,2,32,7,3,33,10,2,1,99999998,99999998,10,1,1,1.32765680533094,1.36169579506521,1.57399545469937
16114,20210307.22409.203,1959,99999998,99999998, ,1,3,1,8,8,8,8,8,8,8,8,8,8,8,17,2,99999998,4,99999998,2, ,99999998, , , , , , , , ,99999998, , , , , , , ,99, , , , , , , , , , ,2,99999998,4,99999998,6, ,99999998, , , , ,99999998, , , ,Sécurité non garantie,42, , , , , ,99, , , ,1,2,99999998,99999998,5, ,99, , , , , , , , , ,99999998, , , , , ,99999998, , , ,7,5,3,5,2,7,5,5,5,5,2,5,2,5,5,2,2,2,1,3,6,4,4,1,2,3,3,5,3,1,1,2,3,3,2,2,2,1,1,2,2,2,3,2,2,8,2,2,3,2,3,2,2,1,1,1,3,2,5,0,3,5,3,0,2,0,0,3,3,0,2,0,4,98,98,98,98,98,3,0,7,4,1,10,2,2,2,2, ,99999998,32,3,99999998,32,10,3,1,99999998,99999998,14,1,1,.25488955137439,.247022431667797,.214500392782495
16116,20210307.24373.203,1989,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,19,1,4,99999998,99999998,4,Für mich ist diese Verhüllung Frauenverachtend. Ich bin viel gereist & diese Kultur möchte ich in dem Ausmass zumindest nicht unterstützen,20,21, , , , , , , ,99, , , , , , , ,99999998, , , , , ,99999998, , , , ,2,99999998,2,99999998,10, ,99999998, , , , ,99999998, , , ,Zu viel Kontrolle...,17,42, , , , ,99, , , ,8,99999998,99999998,99999998,3, ,99999998, , , , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,5,5,5,1,1,4,5,1,3,4,1,1,0,5,5,4,6,1,3,6,4,3,3,1,3,3,3,3,3,1,1,4,1,2,2,2,4,1,1,4,4,3,2,1,4,1,1,2,2,2,2,3,3,3,2,2,4,1,7,7,5,4,1,3,2,7,2,2,5,3,7,0,2,5,5,5,2,0,5,5,5,4,1,5,19,1,1,2, ,99999998,33,1,99999998,12,10,1,1,99999998,99999998,98,2,1,.483313104510201,.525267623856605,.513517312421933
16117,20210307.18147.203,1998,99999998,99999998, ,2,2,2,0,0,1,0,0,0,0,1,0,0,0,17,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , , , , ,99999998, , , , , , , ,99999998, , , , , ,99999998, , , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , ,99999998, , , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,7,7,6,4,6,8,7,7,7,7,5,10,7,7,4,3,3,2,1,4,6,3,2,2,1,4,2,4,3,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,3,18,1,1,1,1,2,33,3,99999998,33,23,1,2,40,3,6,2,1,1.87135201213497,1.8714523835804,1.8714068574792
16119,20210307.14587.203,1962,99999998,99999998, ,2,3,1,8,8,8,8,8,8,8,8,8,8,8,2,1,4,99999998,99999998,5, ,99, , , , , , , , , , , , , , , , ,99999998, , , , , ,99999998, , , , ,2,99999998,4,99999998,5, ,99999998, , , , ,99999998, , , , ,99, , , , , , , , , ,2,99999998,4,99999998,5, ,99999998, , , , , ,99999998, , , ,98, , , , , , , , , ,7,7,5,6,6,8,6,5,4,6,1,1,5,5,2,2,3,2,1,3,1,5,3,1,3,2,1,5,3,2,1,1,1,4,1,8,4,2,8,8,3,3,8,8,8,1,1,2,3,3,3,8,8,1,1,1,4,3,5,5,7,6,0,0,0,4,1,98,98,2,0,98,98,1,1,1,1,1,1,1,5,2,2,10,1,1,2,1,2,2,33,8,8,99999998,22,99999998,1,99999998,99999998,4,1,1,.0457703514727752,.0596727929519458,.0686938955824529
16121,20210307.23862.203,1946,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,16,1,3,99999998,99999998,4,"Zustände im Ausland, zB. Frankreich",19, , , , , , , ,Zeichen setzten,11, , , , , , , ,99999998, , , , , ,99999998, , , , ,2,99999998,2,99999998,10, ,99999998, , , , ,99999998, , , ,zu unsicher da Privatfirma,42,22,41, , , ,99, , , ,1,4,99999998,99999998,10,Öffnung für den schweizer Markt,31, , , , , ,99, , , ,99999998, , , , , ,99999998, , , ,10,5,9,5,5,5,5,5,5,5,98,10,5,10,5,1,1,1,3,6,4,1,1,1,1,1,3,6,3,2,3,1,1,1,1,1,1,2,3,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,3,10,10,10,0,0,5,5,5,5,5,0,0,0,0,0,0,0,5,98,98,98,5,0,4,2,8,2,1,1,1,1,2,32,7,1,11,10,1,3,99999998,99999998,3,1,2,.640440451383918,.68079725981288,.606996780823586
16126,20210307.27709.203,1977,99999998,99999998, ,1,3,2,0,0,0,0,0,0,0,0,0,1,0,1,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , , , , ,99999998, , , , , , , ,99999998, , , , , ,99999998, , , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , ,99999998, , , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,0,4,2,0,5,4,3,0,7,3,6,4,0,6,10,6,6,6,3,6,6,6,4,2,6,1,1,4,4,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,0,1,1,1,2, ,99999998,51,3,99999998,32,10,1,1,99999998,99999998,11,1,2,2.43238270211677,2.43958981150959,2.45290328700757
16127,20210307.25931.203,1947,99999998,99999998, ,1,1,1,8,8,8,8,8,8,8,8,8,8,8,1,1,4,99999998,99999998,9, ,99, , , , , , , , , , , , , , , , ,99999998, , , , , ,99999998, , , , ,2,99999998,4,99999998,0, ,99999998, , , , ,99999998, , , , ,99, , , , , , , , , ,1,4,99999998,99999998,9, ,99, , , , , , , , , ,99999998, , , , , ,99999998, , , ,5,2,5,1,1,1,5,0,1,1,0,1,0,0,8,3,3,5,4,6,1,6,6,5,6,1,1,6,2,1,1,1,1,1,4,4,4,1,1,4,1,1,2,4,1,1,1,1,1,1,4,1,4,8,8,8,8,8,5,10,10,0,0,0,0,0,6,10,0,0,0,0,6,5,0,98,3,0,5,5,0,2,1,98,99999998,9,8,8, ,99999998,51,7,1,12,10,1,8,99999998,99999998,5,1,2,.479573849910956,3.21929335774123,.818139803393364
16129,20210307.28327.203,1977,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,9,2,99999998,2,99999998,2, ,99999998, , , , , , , , ,99999998, , , , , , ,"Weil die Initianten zu populistisch und eher ausländerfeindlich sind. Die Initiative  selbst hat wenig Auswirkungen aufs tägliche Leben, schadet also nicht so fest.",62,44,41,102, , ,99, , , , ,1,2,99999998,99999998,5,Weil es in diesem Bereich vorwärts gehen muss.,42, , , , ,99, , , , ,99999998, , , , , ,99999998, , , ,1,4,99999998,99999998,5,"Handelsabkommen helfen allen Beteiligten. Da gewisse Zugeständnisse betreffend Umweltstandards von indonesien gemacht wurden, scheint es sinnvoll.",51, , , , , ,99, , , ,99999998, , , , , ,99999998, , , ,8,2,3,7,1,9,8,8,2,7,5,9,4,8,2,3,4,3,3,4,4,2,2,2,1,3,4,5,2,1,3,2,2,4,1,1,1,2,3,2,2,1,2,2,2,1,1,2,8,1,3,2,3,1,2,1,3,1,7,2,7,1,0,0,0,7,4,0,0,0,0,0,0,5,0,0,0,0,8,0,8,3,2,8,9,1,2,2, ,99999998,60,3,99999998,33,23,1,2,32,3,10,1,2,.333059516916447,.284320797050293,.276299725324661
