CODERESP;SECURITYID;BIRTHYEARR;CONTROL1;CONTROL3;CONTROL3@;S11;POLINT;PART;NONVOTE_01;NONVOTE_02;NONVOTE_03;NONVOTE_04;NONVOTE_05;NONVOTE_06;NONVOTE_07;NONVOTE_08;NONVOTE_09;NONVOTE_10;NONVOTE_98;PARTY15;VOTE1;VOTE1A;VOTE1B;VOTE1C;IMPORTANCE1;REASON1ACC1;REASON1ACC1_01;REASON1ACC1_02;REASON1ACC1_03;REASON1ACC1_04;REASON2ACC1;REASON2ACC1_01;REASON2ACC1_02;REASON2ACC1_03;REASON1DEN1;REASON1DEN1_01;REASON1DEN1_02;REASON1DEN1_03;REASON2DEN1;REASON2DEN1_01;REASON2DEN1_02;REASON2DEN1_03;VOTE2;VOTE2A;VOTE2B;VOTE2C;IMPORTANCE2;REASON1ACC2;REASON1ACC2_01;REASON1ACC2_02;REASON1ACC2_03;REASON1ACC2_04;REASON2ACC2;REASON2ACC2_01;REASON2ACC2_02;REASON2ACC2_03;REASON1DEN2;REASON1DEN2_01;REASON1DEN2_02;REASON1DEN2_03;REASON2DEN2;REASON2DEN2_01;REASON2DEN2_02;REASON2DEN2_03;VOTE3;VOTE3A;VOTE3B;VOTE3C;IMPORTANCE3;REASON1ACC3;REASON1ACC3_01;REASON1ACC3_02;REASON1ACC3_03;REASON2ACC3;REASON2ACC3_01;REASON2ACC3_02;REASON2ACC3_03;REASON1DEN3;REASON1DEN3_01;REASON1DEN3_02;REASON1DEN3_03;REASON2DEN3;REASON2DEN3_01;REASON2DEN3_02;REASON2DEN3_03;REASON2DEN3_04;TRUST_1;TRUST_2;TRUST_3;TRUST_4;TRUST_5;TRUST_6;TRUST_7;TRUST_8;TRUST_9;TRUST_10;TRUST_30;TRUST_33;TRUST_34;TRUST_38;TRUST_39;TRUST_40;TRUST_41;TRUST_42;LRSP;VALUE4;VALUE7;VALUE8;VALUE10;DIFFICUL1;DECTIME1;ARGU1_1;ARGU1_2;ARGU1_3;ARGU1_4;ARGU1_5;ARGU1_6;DIFFICUL2;DECTIME2;ARGU2_1;ARGU2_2;ARGU2_3;ARGU2_4;ARGU2_5;ARGU2_6;DIFFICUL3;DECTIME3;ARGU3_1;ARGU3_2;ARGU3_3;ARGU3_4;ARGU3_5;ARGU3_6;COVID1A;COVID1B;COVID1C;VACC;PFLEGE1;PFLEGE2_1;PFLEGE2_2;JUSTI_1;JUSTI_2;ONLINE;MEDIAUSE_1;MEDIAUSE_2;MEDIAUSE_3;MEDIAUSE_4;MEDIAUSE_5;MEDIAUSE_6;MEDIAUSE_7;MEDIAUSE_8;MEDIAUSE_9;MEDIAUSE_10;MEDIAUSE_11;MEDIAUSE_12;MEDIAUSE_13;MEDIAUSE_14;MEDIAUSE_15;MEDIAUSE2_1;MEDIAUSE2_2;MEDIAUSE2_3;MEDIAUSE2_4;MEDIAUSE2_5;MEDIAUSE2_6;MEDIAUSE2_7;MEDIAUSE2_8;DISCUS;VOTEWIE;PART2;PARTYA;CITIZENREPA;ORIGINPARENTS;CONFESSR;CONFESSD;CULT;EDUC;ACTI;ACTIPREV;S17JOBPOSITION;WORKLOAD;S17SECTOR;MAINEARNER;EDUCMAIN;ACTIMAIN;INCOME;INCOMEPRECARIAT;HABITAT;GEWVORL1;GEWVORL2;GEWVORL3
14824;20211128.71889.212;1995;99999998;99999998; ;2;4;2;0;0;0;0;1;1;0;0;0;1;0;16;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;5;5;3;6;4;9;5;1;4;7;1;0;4;8;9;8;8;9;3;1;5;1;5;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;0;18;2;2;5;1;1;52;1;99999998;12;10;1;1;99999998;99999998;3;3;1;2.300628082;2.307136866;2.289234873
14828;20211128.70969.212;1945;99999998;99999998; ;2;1;1;8;8;8;8;8;8;8;8;8;8;8;2;1;4;99999998;99999998;9; ;99; ; ; ;wichtig ist, dass care-arbeit mehr Ansehen bekommt;21; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;4;99999998;6; ;99999998; ; ; ; ;99999998; ; ;Wenn Leute den Parteien angehören, ist anzunehmen, dass man eher abschätzen kann, was für eine Einstellung sie haben - Parteienfinanzierung müsste offen deklariert werden.;25; ; ;Mein Glaube aus Los ist mehr gross. Und es ist zu hoffen, dass die Leute, die die Vorauswahl treffen, diese, auch wenn es Parteienvertreter sind, die Auswahl gut treffen.;30; ; ;1;4;99999998;99999998;10;gewisse Massnahmen brauchen eine zentrale Entscheidung. Es ist hilfreich, wenn dies gesetzlich festgelegt ist. Die Unterstützung der Wirtschaft in dieser Krise ist wichtig und es ist besser, wenn es klar ist wer was bekommen soll.;23;42; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ; ;9;7;7;6;5;9;7;7;98;8;9;8;0;8;8;8;0;9;2;2;3;2;3;1;1;1;1;1;4;4;4;1;1;4;2;3;2;1;2;1;1;2;2;1;3;4;4;1;1;3;1;4;1;3;3;4;3;9;9;0;7;3;2;3;4;0;7;0;0;0;0;0;3;98;98;98;98;8;98;8;2;1;10;2;1;1; ;8;99999998;52;7;3;98;21;2;1;99999998;99999998;5;1;2;0.880002645;0.755656109;0.969406379
14829;20211128.70747.212;1962;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;16;2;99999998;4;99999998;5; ;99999998; ; ; ; ;99999998; ; ;Que la Conféderation s'occupe de lagrille salariale, c'est ou canton de le faire.;51; ; ; ;99; ; ;2;99999998;8;99999998;10; ;99999998; ; ; ; ;99999998; ; ;Simplement que la Suisse fonctionne très bien comme cela, et que la Suisse n'a pas besoin des caprices d'un riche entrepreneur qui est contre notre fontionnement.;21; ; ; ;99; ; ;1;4;99999998;99999998;10;La confiance que je porte à nos conseillers fédéraux, qui nous ont laissé il faut dire, une certaine liberté lors de notre 1er confinement, et que le vaccin est indispensable par sortir de cette crise sanitaire;203; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ; ;10;10;6;0;5;5;4;0;98;0;5;5;98;10;4;9;98;5;9;9;1;6;4;8;1;2;8;4;8;1;1;1;1;4;8;8;1;8;1;1;1;8;8;1;4;2;4;1;1;1;1;6;4;1;1;4;3;5;7;7;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;1;10;1;1;1;1;1;1;22;5;3;33;10;1;1;99999998;99999998;98;8;8;1.736593781;1.224206971;0.972182174
14830;20211128.71891.212;1994;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;2;2;99999998;2;99999998;6; ;99999998; ; ; ; ;99999998; ; ;Gegenvorschlag schien passender.;41; ; ; ;99; ; ;3;99999998;99999998;4;2; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;1;4;99999998;99999998;9;Generelles Handling der Situation schien meist anhand der gegeben Möglichkeiten passend.;24; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ; ;10;8;4;3;2;10;5;7;98;7;10;9;0;10;10;7;0;8;4;1;3;1;1;1;2;1;1;1;2;2;4;2;8;8;8;8;8;8;8;1;1;4;8;1;4;2;4;1;1;3;1;6;8;3;8;8;1;1;0;0;0;0;0;0;7;0;0;2;0;0;0;0;5;0;0;0;0;4;0;6;2;1;8;18;1;1; ;2;99999998;52;3;99999998;33;22;1;3;99999998;99999998;3;1;1;0.095180619;0.063686962;0.065582662
14832;20211128.80224.212;1958;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;2;1;2;99999998;99999998;8;le travail des infirmiers mérite d'être valorisé;31; ; ; ;Avons besoin de personnel soignant;24; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;2;99999998;4; ;99999998; ; ; ; ;99999998; ; ;je doutais que le tirage au sort soit une bonne solution pour notre justice;30; ; ; ;99; ; ;1;4;99999998;99999998;10;la pandémie continue, on doit être protegé;37; ; ;être solidaire avec la culture;44; ; ; ;99999998; ; ; ;99999998; ; ; ;10;9;7;6;6;9;10;9;7;8;10;10;2;10;10;9;2;9;4;1;2;3;3;1;2;1;1;1;2;2;4;1;1;3;3;4;8;1;2;1;1;1;3;1;4;2;3;2;1;3;1;4;2;4;4;4;3;6;8;9;10;7;4;3;7;7;8;4;0;1;9;6;5;4;0;0;1;4;0;10;2;1;10;2;1;1;1;1;2;32;3;99999998;32;23;2;2;32;7;4;2;2;0.403287605;0.380551741;0.37433085
14833;20211128.74044.212;1959;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;4;1;4;99999998;99999998;10;Perché meritano un salario adeguato, turni meno massacranti e continuità;55; ; ; ; ;98; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;4;99999998;2; ;99999998; ; ; ; ;99999998; ; ;Mi va bene la situazione attuale;21; ; ; ;98; ; ;1;4;99999998;99999998;8;Perché é una legge che serve per superare questa crisi e perché ho fiducia nel governo.;203;32; ; ;98; ; ; ;99999998; ; ; ;99999998; ; ; ;10;10;5;6;5;9;10;5;6;5;10;10;6;9;10;10;5;10;6;2;8;3;2;1;1;2;1;1;8;3;4;1;1;3;3;2;1;1;2;1;1;3;2;2;4;3;4;2;2;3;1;2;2;3;8;8;2;8;9;9;9;9;9;5;5;5;5;5;5;5;5;5;5;5;5;6;5;8;1;8;3;1;10;4;1;1;2;1;2;21;9;3;33;22;2;1;99999998;99999998;3;2;1;0.122967466;0.123099101;0.127473882
14839;20211128.85644.212;2001;99999998;99999998; ;1;4;1;8;8;8;8;8;8;8;8;8;8;8;16;2;99999998;4;99999998;0; ;99999998; ; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ;8;99999998;99999998;99999998;0; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;4;99999998;10; ;99999998; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ; ;2;5;0;0;5;10;5;0;5;0;0;0;5;0;10;5;4;2;5;1;6;6;3;1;1;2;3;4;4;1;2;8;8;8;8;8;8;8;8;1;1;4;1;4;1;2;1;8;8;3;8;8;8;8;8;8;8;98;98;98;98;98;98;98;98;10;98;98;98;98;98;98;98;98;98;98;98;98;98;98;8;8;98;18;1;1;9;1;9;21;4;99999998;99999998;10;99999998;8;99999998;99999998;98;2;8;2.605976254;2.659276081;3.416712018
14840;20211128.88145.212;1963;99999998;99999998; ;2;1;1;8;8;8;8;8;8;8;8;8;8;8;1;1;3;99999998;99999998;10;Mio genero, marito di mia figlia e padre delle 2 mie nipotine inizierà un apprendistato come assistente di cura in una casa anziani.;15; ; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;1;4;99999998;99999998;3; ;99; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;4;99999998;10; ;99999998; ; ; ;99999998; ; ;Perchè trovo sia giusto che anche le persone che non hanno fatto alcuna vaccinazione possano godere degli stessi diritti di tutti gli altri. Visto che rappresentano un terzo della popolazione è importante per avere un confronto con le persone vaccinate ch;56; ; ; ;99; ; ; ;6;7;6;3;4;7;5;5;5;5;5;5;5;5;7;5;5;7;7;5;5;6;6;1;2;2;2;2;2;2;3;1;1;2;2;1;2;3;3;2;1;3;3;3;2;2;1;3;1;3;1;4;2;3;2;1;3;4;1;3;1;2;2;3;8;8;2;1;3;2;2;8;7;3;3;3;7;3;3;5;2;1;7;1;1;2;2;1;7;32;8;3;98;98;3;2;31;2;9;1;2;0.252268763;0.314996771;0.298693107
14841;20211128.86303.212;1999;99999998;99999998; ;2;2;2;1;0;0;0;0;0;0;0;0;0;0;99;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;10;10;6;4;6;8;10;6;8;6;9;10;8;10;10;10;2;10;7;5;5;6;4;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;5;5;2;2; ;2;99999998;52;6;6;99999998;98;99999998;8;99999998;99999998;98;2;2;3.103848121;3.112629321;3.088477192
14843;20211128.81064.212;1987;99999998;99999998; ;2;4;1;8;8;8;8;8;8;8;8;8;8;8;16;1;4;99999998;99999998;5; ;99; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ; ;3;99999998;99999998;8;0; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;4;99999998;10; ;99999998; ; ; ;99999998; ; ;Menschenrechte;58; ; ;Meinungsfreiheit;53; ; ; ;0;98;98;0;98;3;5;98;98;98;0;0;1;98;98;98;0;98;98;1;6;8;6;1;1;1;2;2;8;8;3;8;8;8;8;8;8;8;8;1;1;4;4;4;1;2;1;1;8;3;3;6;8;8;8;8;4;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;2;0;18;1;1;1;1;1;32;3;99999998;33;22;1;1;99999998;99999998;5;1;1;0.241741154;0.225882212;0.195481269
14846;20211128.78004.212;1945;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;16;1;4;99999998;99999998;5;Da mit der Pflegenotstand ein Ende hat. Pro Pflegefachperson angesetzte Patienten als und Abrechnungsleistungen festgelegt werden.;56; ; ; ;Der Bundesrat und das Parlament stehen in der Pflicht.;57; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;2;99999998;5; ;99999998; ; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ;1;4;99999998;99999998;10;Das Impfzertifikat verbinden erneuten Lockdown;35; ; ;Das Covid-Zertifikat in der Weg zur Normalität;26; ; ; ;99999998; ; ; ;99999998; ; ; ;8;8;5;6;6;6;7;8;8;8;9;9;8;8;9;98;5;8;5;4;4;4;4;1;1;1;1;1;1;1;4;2;2;3;3;3;3;3;3;1;1;1;2;1;2;1;1;2;2;1;1;5;3;3;2;2;2;98;2;2;5;7;7;7;0;3;3;0;0;0;98;0;1;1;2;2;2;2;3;8;3;1;10;2;1;1;2;1;4;22;98;99999998;99999998;98;99999998;2;32;8;3;1;2;0.750255012;0.770820102;0.805313823
14847;20211128.72761.212;1991;99999998;99999998; ;1;1;1;8;8;8;8;8;8;8;8;8;8;8;3;3;99999998;99999998;4;5; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;1;3;99999998;99999998;4;Wahlempehlung FDP;95; ; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;1;4;99999998;99999998;8;Die Wichtigkeit für under Land;12; ; ;Die hirnlosen Gegenargumente mit falschen Plakaten;56; ; ; ;99999998; ; ; ;99999998; ; ; ;8;8;8;5;9;9;7;4;6;4;7;8;0;5;7;9;0;8;8;4;3;2;8;1;1;1;2;3;1;1;2;1;8;3;3;4;1;1;1;1;1;1;1;1;4;8;4;1;1;3;1;4;2;2;4;8;1;3;0;10;0;1;1;0;4;0;2;6;3;3;4;0;10;2;5;0;0;8;0;10;2;1;10;3;1;1;1;1;1;51;3;99999998;32;10;1;3;99999998;99999998;14;1;1;0.032290677;0.028117552;0.035652722
14849;20211128.82813.212;2003;99999998;99999998; ;1;4;1;8;8;8;8;8;8;8;8;8;8;8;99;8;99999998;99999998;99999998;98; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;8;99999998;99999998;99999998;98; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;8;99999998;5; ;99999998; ; ; ;99999998; ; ;Weil ich über meinen Körper regiere und nicht Ihr;51; ; ; ;99; ; ; ;5;5;0;5;5;5;8;5;5;5;2;7;0;10;5;5;5;5;7;1;6;4;1;2;8;2;8;1;8;3;8;8;8;8;8;8;8;8;8;1;1;3;8;3;1;4;1;8;8;3;3;6;8;8;8;8;4;0;0;3;0;3;0;3;4;0;3;3;3;3;0;3;0;3;3;3;0;1;0;0;2;1;2;1;1;1;2;1;1;21;4;99999998;99999998;10;99999998;4;21;3;4;1;1;1.071945988;1.055778088;0.929142034
14851;20211128.88223.212;2002;99999998;99999998; ;2;8;1;8;8;8;8;8;8;8;8;8;8;8;1;1;4;99999998;99999998;5;Arbeit in Pflege attraktiver machen;27; ; ; ;Argumente von Leute in Pflege;94; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;8;99999998;5; ;99999998; ; ; ; ;99999998; ; ;Politik und Recht hat nichts mit Lose ziehen zu tun;30; ; ;sehe keinen Änderungsgrund zu jetzt;21; ; ;2;99999998;4;99999998;10; ;99999998; ; ; ;99999998; ; ;Freiheit;53; ; ;Jetzt nichts mehr mit Gesundheit zu tun, nur impfen, Diskriminierung, Spaltung Gesellschaft, Ausgrenzung, Hass;56; ; ; ;0;0;5;0;98;3;0;5;5;5;0;0;98;0;7;5;5;5;7;8;1;4;2;1;2;1;1;1;3;3;4;1;2;3;3;3;1;1;1;1;1;4;3;4;1;1;1;1;1;3;8;4;2;3;4;4;3;5;5;5;0;5;5;5;5;5;0;5;5;0;0;5;5;1;5;5;5;5;0;0;2;1;10;1;1;1;2;1;2;33;6;6;99999998;10;99999998;4;51;3;6;1;2;1.48356838;1.273936522;1.134034328
14852;20211128.77738.212;1963;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;2;1;4;99999998;99999998;7;Die Pflegeberufe sollen gestärkt werden mit dem Ziel einer hohen Pflegequalität für die Patient*innen einerseits und besseren Arbeitsbedingungen für die Pflegenden andererseits.;23; ; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;4;99999998;5; ;99999998; ; ; ; ;99999998; ; ;Losverfahren für die Stellenbesetzung finde ich unpassend.;30; ; ; ;99; ; ;3;99999998;99999998;4;9; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;7;8;4;6;4;8;7;7;5;8;7;6;3;7;8;7;4;4;3;3;2;3;3;1;2;1;1;8;3;3;3;2;2;2;2;2;3;2;3;1;3;2;2;3;8;3;2;2;1;2;1;4;2;2;3;8;2;8;2;0;5;2;0;0;2;2;2;0;0;0;0;1;98;3;98;4;2;6;98;6;3;1;9;5;1;1;2;1;2;31;3;99999998;33;10;1;1;99999998;99999998;6;2;1;0.235103906;0.220220039;0.22968588
14853;20211128.79755.212;1976;99999998;99999998; ;2;3;1;8;8;8;8;8;8;8;8;8;8;8;6;1;2;99999998;99999998;8;Habe viele Freunde die in der Pflege arbeiten;15; ; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;3;99999998;4; ;99999998; ; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ;1;4;99999998;99999998;8;Ich wollte, dass dieses Covid für alle gleiche Massnahmen gibt.;27; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ; ;8;6;5;5;6;7;6;6;7;6;7;7;7;8;8;8;3;7;5;2;3;3;3;1;3;1;1;1;2;2;3;2;2;2;2;1;8;2;2;1;2;2;2;2;2;2;2;2;1;3;1;4;3;2;8;8;2;4;0;3;5;0;0;2;5;5;0;7;5;0;5;5;5;4;5;3;3;5;4;6;2;1;8;6;1;1;1;1;5;21;3;99999998;32;21;1;1;99999998;99999998;15;2;1;0.636101251;0.684382144;0.595634897
14855;20211128.82179.212;1988;99999998;99999998; ;2;8;1;8;8;8;8;8;8;8;8;8;8;8;1;1;4;99999998;99999998;10;Ich arbeitete in der Pflege und habe gesehen das es an allen Ecken an Personal fehlt.;14;53; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;8;99999998;99999998;99999998;98; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;4;99999998;98; ;99999998; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ; ;10;8;6;5;7;7;8;7;8;8;8;7;98;10;10;8;98;8;8;9;4;4;5;1;1;1;1;4;1;8;3;8;8;8;8;8;8;8;8;1;1;8;8;3;8;8;2;1;8;8;1;1;2;8;8;8;4;0;0;0;4;0;0;6;0;0;0;0;0;0;0;98;98;98;98;98;0;0;0;98;3;1;4;1;1;1;1;1;2;32;3;99999998;33;23;1;2;32;3;5;1;2;0.255707344;0.244642422;0.268536347
14860;20211128.72106.212;2000;99999998;99999998; ;3;1;1;8;8;8;8;8;8;8;8;8;8;8;2;1;4;99999998;99999998;5;Die Gesundheitsbranche ist durch die Pandemie stark überlastet und braucht Unterstützung;33; ; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;3;99999998;6; ;99999998; ; ; ; ;99999998; ; ;Die formulierung wirkte auf mich suspekt und mir fehlte der Kontext. Im nachhinein hätte ich lieber Ja gestimmt.;90; ; ; ;99; ; ;1;4;99999998;99999998;10;Eine Ablehnung würde den ganzen Prozess der Bekämpfung des Corona Virus unnötig in die Länge ziehen. Für mich war die Entscheidung Eindeutig.;36; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ; ;9;9;5;8;7;10;7;9;8;9;9;10;4;8;10;6;0;6;2;1;4;1;2;1;1;1;1;1;8;4;3;2;3;4;2;2;3;4;3;1;1;1;8;1;4;4;4;2;1;3;1;6;8;4;2;8;1;2;0;2;2;2;0;0;0;2;2;2;2;10;0;0;5;7;5;0;2;9;2;9;4;1;10;2;1;2; ;2;99999998;33;6;6;99999998;23;99999998;4;33;3;8;2;1;0.793529879;0.510095861;0.544198003
14861;20211128.80231.212;1999;99999998;99999998; ;1;4;8;8;8;8;8;8;8;8;8;8;8;8;2;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;9;9;98;6;98;10;5;5;98;7;9;9;98;9;10;9;98;5;2;1;6;1;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;0;2;1;1;2;1;1;32;3;99999998;98;10;3;1;99999998;99999998;7;2;1;0.737493466;0.737493466;0.737493466
14863;20211128.75564.212;1942;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;3;1;2;99999998;99999998;2;Unterstützung der Pflegepersonals;33; ; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;4;99999998;8; ;99999998; ; ; ; ;99999998; ; ;Bis jetzt hat das bestehende System gut funktioniert;21; ; ; ;99; ; ;1;2;99999998;99999998;9;Die Behörden haben bis zu dieser Abstimmung vieles richtig gemacht;24; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ; ;10;7;5;4;3;8;5;98;3;4;9;9;98;5;8;8;2;9;6;4;2;5;4;1;2;2;3;2;1;2;3;1;2;3;3;8;2;2;2;1;2;1;2;1;3;8;3;2;1;3;1;6;2;2;8;8;3;2;3;8;10;5;0;0;9;2;0;98;2;0;7;98;0;2;5;0;0;0;5;9;3;1;10;3;1;1;1;1;4;51;7;3;32;10;2;1;99999998;99999998;98;1;1;0.513154227;0.527220195;0.550812971
14864;20211128.86041.212;1962;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;16;2;99999998;8;99999998;4; ;99999998; ; ; ; ;99999998; ; ;Empfehlung;95; ; ; ;99; ; ;2;99999998;2;99999998;2; ;99999998; ; ; ; ;99999998; ; ;Empfehlung;95; ; ; ;99; ; ;1;2;99999998;99999998;9;Empfehlung;95; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ; ;8;8;5;2;98;8;8;98;98;7;8;8;98;98;9;98;2;98;3;3;4;4;4;8;2;1;1;1;8;3;3;1;1;8;3;8;2;1;1;2;2;8;2;2;3;3;3;1;1;3;1;4;3;2;4;4;2;98;98;98;9;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;9;2;1;2;16;1;1; ;2;99999998;40;3;99999998;31;10;3;1;99999998;99999998;9;1;2;1.204423342;1.108192622;0.964487755
14865;20211128.89123.212;1991;99999998;99999998; ;1;3;2;0;0;0;0;1;0;0;0;0;0;0;2;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ; ; ;7;4;5;98;2;98;98;98;3;5;7;98;98;98;9;2;2;7;3;1;2;1;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;5;2;1;2;5;1;2;33;6;4;99999998;98;99999998;4;52;3;15;3;7;2.666041901;2.745873314;2.610161584
14868;20211128.79059.212;1942;99999998;99999998; ;2;3;1;8;8;8;8;8;8;8;8;8;8;8;1;1;4;99999998;99999998;9;Die Pflegenden benötigen eine geregelte Arbeitszeit und eine gute Entlöhnung.;55; ; ; ; ;99; ; ; ;99999998; ; ; ;99999998; ; ;2;99999998;2;99999998;8; ;99999998; ; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ;2;99999998;2;99999998;8; ;99999998; ; ; ;99999998; ; ; ;99; ; ; ; ; ; ; ;5;98;98;0;98;98;5;98;98;98;98;5;98;98;10;10;98;10;5;1;5;5;9;1;1;1;1;1;8;8;8;1;1;8;8;8;8;8;1;8;8;8;8;3;8;8;8;1;1;1;4;4;8;8;8;8;8;98;98;98;98;98;10;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;8;8;98;18;1;1;1;1;2;32;7;7;99999998;21;99999998;8;99999998;99999998;98;2;1;1.418850919;1.512997368;1.246709766
