CODERESP,SECURITYID,BIRTHYEARR,CONTROL1,CONTROL3,CONTROL3@,S11,POLINT,PART,NONVOTE_01,NONVOTE_02,NONVOTE_03,NONVOTE_04,NONVOTE_05,NONVOTE_06,NONVOTE_07,NONVOTE_08,NONVOTE_09,NONVOTE_10,NONVOTE_98,PARTY15,VOTE1,VOTE1A,VOTE1B,VOTE1C,IMPORTANCE1,REASON1ACC1_01,REASON1ACC1_02,REASON1ACC1,REASON2ACC1_01,REASON2ACC1,REASON1DEN1_01,REASON1DEN1_02,REASON1DEN1_03,REASON1DEN1,REASON2DEN1_01,REASON2DEN1_02,REASON2DEN1_03,REASON2DEN1,VOTE2,VOTE2A,VOTE2B,VOTE2C,IMPORTANCE2,REASON1ACC2_01,REASON1ACC2_02,REASON1ACC2_03,REASON1ACC2,REASON2ACC2_01,REASON2ACC2_02,REASON2ACC2_03,REASON2ACC2,REASON1DEN2_01,REASON1DEN2_02,REASON1DEN2_03,REASON1DEN2,REASON2DEN2_01,REASON2DEN2_02,REASON2DEN2_03,REASON2DEN2,VOTE3,VOTE3A,VOTE3B,VOTE3C,IMPORTANCE3,REASON1ACC3_01,REASON1ACC3_02,REASON1ACC3_03,REASON1ACC3,REASON2ACC3_01,REASON2ACC3_02,REASON2ACC3_03,REASON2ACC3,REASON1DEN3_01,REASON1DEN3_02,REASON1DEN3_03,REASON1DEN3_04,REASON1DEN3_05,REASON1DEN3,REASON2DEN3_01,REASON2DEN3_02,REASON2DEN3_03,REASON2DEN3,VOTE4,VOTE4A,VOTE4B,VOTE4C,IMPORTANCE4,REASON1ACC4_01,REASON1ACC4_02,REASON1ACC4_03,REASON1ACC4_04,REASON1ACC4,REASON2ACC4_01,REASON2ACC4_02,REASON2ACC4_03,REASON2ACC4,REASON1DEN4_01,REASON1DEN4_02,REASON1DEN4_03,REASON1DEN4_04,REASON1DEN4,REASON2DEN4_01,REASON2DEN4_02,REASON2DEN4_03,REASON2DEN4_04,REASON2DEN4,TRUST_1,TRUST_2,TRUST_3,TRUST_5,TRUST_6,TRUST_8,TRUST_9,TRUST_12,TRUST_15,TRUST_23,TRUST_24,TRUST_33,TRUST_41,TRUST_43,TRUST_44,TRUST_45,TRUST_46,TRUST_47,TRUST_48,TRUST_49,TRUST_50,LRSP,VALUE3,VALUE5,VALUE8,VALUE10,VALUE11,VALUE15,DIFFICUL1,DECTIME1,ARGU1_1,ARGU1_2,ARGU1_3,ARGU1_4,ARGU1_5,ARGU1_6,DIFFICUL2,DECTIME2,ARGU2_1,ARGU2_2,ARGU2_3,ARGU2_4,ARGU2_5,ARGU2_6,DIFFICUL3,DECTIME3,ARGU3_1,ARGU3_2,ARGU3_3,ARGU3_4,ARGU3_5,ARGU3_6,DIFFICUL4,DECTIME4,ARGU4_1,ARGU4_2,ARGU4_3,ARGU4_4,ARGU4_5,ARGU4_6,COVID1A,COVID1B,COVID1C,COVID1D,ONLINE,MEDIAUSE_1,MEDIAUSE_2,MEDIAUSE_3,MEDIAUSE_4,MEDIAUSE_5,MEDIAUSE_6,MEDIAUSE_7,MEDIAUSE_8,MEDIAUSE_9,MEDIAUSE_10,MEDIAUSE_11,MEDIAUSE_12,MEDIAUSE_13,MEDIAUSE_14,MEDIAUSE_15,MEDIAUSE2_1,MEDIAUSE2_2,MEDIAUSE2_3,MEDIAUSE2_4,MEDIAUSE2_5,MEDIAUSE2_6,MEDIAUSE2_7,MEDIAUSE2_8,DISCUS,VOTEWIE,PART2,MEDKONS_1,MEDKONS_2,MEDKONS_3,MEDKONS_4,MEDKONS_5,MEDKONS_6,MEDKONS_7,MEDKONS_8,MEDKONS_9,MEDKONS_10,MEDKONS_11,MEDKONS_12,MEDNR_1,MEDNR_2,MEDNR_3,MEDNR_4,MEDNR_5,MEDNR_6,MEDNR_7,MEDNR_8,MEDNR_9,MEDNR_10,MEDNR_11,MEDNR_12,MEDNR_13,MEDNR_14,MEDNR_15,MEDNR_16,MEDNR_17,MEDNR_18,MEDNR_19,MEDNR_20,MEDNR_21,MEDNR_22,MEDNR_23,MEDNR_24,MEDNR_25,MEDNR_26,MEDNR_27,MEDNR_28,MEDNR_29,MEDNR_30,MEDNR_31,MEDNR_32,MEDNR_33,MEDNR_34,MEDHAUPT,PARTYA,CITIZENREPA,ORIGINPARENTS,CONFESSD,CONFESSR,CULT,EDUC,ACTI,ACTIPREV,S17JOBPOSITION,WORKLOAD,S17SECTOR,MAINEARNER,EDUCMAIN,ACTIMAIN,INCOME,INCOMEPRECARIAT,HABITAT,GEWVORL1,GEWVORL2,GEWVORL3,GEWVORL4
16593,20220213.10405.213,1972,99999998,99999998, ,1,1,1,8,8,8,8,8,8,8,8,8,8,8,1,2,99999998,4,99999998,2,99999998, , ,99999998, ,31, , ,Impedisce la ricerca. Responsabilità e iniziativa privata prevalgono.,99, , , ,2,99999998,4,99999998,6,99999998, , , ,99999998, , , ,54, , ,Educazione dei bambini è privata. Intervenzione poca efficente o efficace. Libertà di informazione prevale.,99, , , ,1,4,99999998,99999998,6,42,21, ,Ridurre costi statali/tasse. Concurrenza internazionale. Ridurre intervenzioni statali.,99, , , ,99999998, , , , , ,99999998, , , ,2,99999998,4,99999998,9,99999998, , , , ,99999998, , , ,31, , , ,Non estendere l'influenza dello Stato. Indipendenza delle medie. Libertà d'espressione.,99, , , , ,4,7,7,7,7,7,9,4,9,5,6,2,7,8,6,4,5,2,7,5,3,9,4,6,6,6,1,4,1,2,3,3,4,1,2,2,1,1,4,3,3,1,2,1,1,1,2,1,1,3,4,4,1,1,4,4,3,1,1,1,2,2,2,3,3,6,6,6,8,7,6,7,6,6,3,3,2,6,0,6,5,5,1,3,5,5,1,7,3,1,10,3,2,5,3,3,3,3,4,4,4,3,2,99999998,99999998,99999998,99999998,99999998,2,1,1,0,99999998,99999998,99999998,99999998,99999998,99999998,1,1,0,99999998,99999998,99999998,99999998,99999998,2,1,0,99999998,99999998,99999998,4,99999998,1,4,1,3,1,1,2,1,2,5,60,3,99999998,32,10,1,1,99999998,99999998,11,2,1,.245632314182554,.19015566427524,.31233757166192,.321681638571994
16596,20220213.17019.213,1958,99999998,99999998, ,1,2,1,8,8,8,8,8,8,8,8,8,8,8,7,2,99999998,2,99999998,6,99999998, , ,99999998, ,25, , ,La ricerca serve per tutti noi,99, , , ,1,4,99999998,99999998,10,23, , ,Per sensibilizzare gli adolescenti,99, , , ,99999998, , , ,99999998, , , ,2,99999998,3,99999998,10,99999998, , , ,99999998, , , ,99, , , , , , , , , ,2,99999998,3,99999998,10,99999998, , , , ,99999998, , , ,99, , , , , , , , , ,10,10,98,98,10,10,10,98,98,0,10,10,98,98,0,0,0,5,6,10,0,5,8,4,6,6,6,6,1,1,1,4,4,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,1,1,1,1,1,0,5,5,6,0,0,0,10,0,0,0,10,6,0,0,5,5,5,0,5,4,0,10,3,1,8,1,1,1,1,1,4,5,5,3,1,5,1,99999998,99999998,99999998,99999998,99999998,0,0,0,0,99999998,99999998,99999998,99999998,99999998,99999998,0,0,0,99999998,99999998,99999998,99999998,99999998,0,0,0,99999998,99999998,99999998,0,99999998,0,0,0,11,16,1,2,1,2,1,51,7,3,33,10,2,1,99999998,99999998,2,2,2,.192501006474154,.102653672130398,.185558467138931,.252100540580104
16598,20220213.11944.213,1950,99999998,99999998, ,1,1,1,8,8,8,8,8,8,8,8,8,8,8,2,8,99999998,99999998,99999998,5,99999998, , ,99999998, ,99999998, , , ,99999998, , , ,1,4,99999998,99999998,8,93, , ,Quella dichiarata dagli iniziativisti,99, , , ,99999998, , , ,99999998, , , ,2,99999998,8,99999998,10,99999998, , , ,99999998, , , ,90, , , , ,Quella dichiarata dai referendisti,99, , , ,1,4,99999998,99999998,10,24, , , ,Per difendere la pluralità della stampa,99, , , ,99999998, , , , ,99999998, , , , ,6,6,6,2,10,9,5,8,1,8,10,8,0,1,0,8,8,0,2,8,6,0,1,1,1,2,6,1,1,1,3,2,2,8,8,8,1,1,1,1,1,4,3,4,1,1,4,4,4,1,1,1,1,1,1,2,1,4,4,4,3,3,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,5,1,10,5,3,1,1,1,4,5,3,5,2,1,1,99999998,99999998,99999998,99999998,99999998,1,5,0,0,99999998,99999998,99999998,99999998,99999998,99999998,0,0,0,99999998,99999998,99999998,99999998,99999998,1,4,5,99999998,99999998,99999998,5,99999998,0,1,0,9,2,1,1,2, ,99999998,33,7,7,99999998,10,99999998,1,99999998,99999998,10,1,1,.624860849210154,.540745056064352,.555289136381066,.523060570519103
16599,20220213.13362.213,1995,99999998,99999998, ,1,2,1,8,8,8,8,8,8,8,8,8,8,8,17,3,99999998,99999998,8,98,99999998, , ,99999998, ,99999998, , , ,99999998, , , ,8,99999998,99999998,99999998,98,99999998, , , ,99999998, , , ,99999998, , , ,99999998, , , ,8,99999998,99999998,99999998,98,99999998, , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,8,99999998,99999998,99999998,98,99999998, , , , ,99999998, , , ,99999998, , , , ,99999998, , , , ,0,0,0,2,8,98,2,0,7,8,8,7,0,5,5,4,3,1,5,0,0,98,3,3,3,3,1,6,1,8,3,2,4,1,2,4,1,1,4,4,1,1,2,8,8,8,8,8,8,8,8,8,2,8,8,8,8,8,8,8,2,2,2,2,1,5,2,2,4,3,2,3,5,2,0,0,2,1,0,0,5,5,2,2,3,4,0,6,8,1,5,4,4,3,2,3,5,4,3,4,3,5,3,99999998,99999998,99999998,99999998,99999998,98,98,98,98,99999998,99999998,99999998,99999998,99999998,99999998,98,98,98,99999998,99999998,99999998,99999998,99999998,98,98,98,99999998,99999998,99999998,98,99999998,98,98,98,2,16,1,2,1,2,4,33,3,99999998,33,22,2,1,99999998,99999998,5,2,2,.0868890663844392,.0869153591763893,.0867475662483377,.0868160030174359
16603,20220213.20662.213,1971,99999998,99999998, ,1,2,1,8,8,8,8,8,8,8,8,8,8,8,1,2,99999998,4,99999998,2,99999998, , ,99999998, ,21, , ,La necessità vi usare gli animali per testare i farmaci,99, , , ,1,4,99999998,99999998,6,21, , ,La pericolosità del fumo per i minori,99, , , ,99999998, , , ,99999998, , , ,2,99999998,4,99999998,2,99999998, , , ,99999998, , , ,99, , , , , , , , , ,2,99999998,8,99999998,3,99999998, , , , ,99999998, , , ,47, , , ,Mi sembra che i media non necessitano di ulteriori sostegni,99, , , , ,8,8,5,5,7,3,5,7,8,5,5,8,1,7,4,7,7,1,5,9,5,7,3,3,4,4,1,3,1,1,3,3,3,2,2,3,1,1,1,2,1,3,3,3,2,2,3,3,8,2,2,2,1,1,3,2,3,2,2,3,1,1,1,1,2,3,3,4,8,1,1,1,6,1,1,1,0,0,0,5,4,4,0,0,5,3,0,9,3,2,10,4,1,1,1,1,5,1,4,5,5,1,4,99999998,99999998,99999998,99999998,99999998,2,0,0,0,99999998,99999998,99999998,99999998,99999998,99999998,0,0,0,99999998,99999998,99999998,99999998,99999998,5,0,5,99999998,99999998,99999998,5,99999998,5,0,4,9,1,2,2,2, ,99999998,21,3,99999998,33,10,2,2,33,98,14,1,2,.0985177622367255,.0525358814943504,.0949647239847494,.129019487074502
16606,20220213.17958.213,1969,99999998,99999998, ,1,2,1,8,8,8,8,8,8,8,8,8,8,8,17,2,99999998,4,99999998,4,99999998, , ,99999998, ,25, , ,Una sperimentazione ponderata è tutta a vantaggio della salute umana,99, , , ,2,99999998,4,99999998,3,99999998, , , ,99999998, , , ,99, , , , , , , ,3,99999998,99999998,4,7,99999998, , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,1,4,99999998,99999998,6,21,26,23, ,Per una stampa che possa sopravvivere,99, , , ,99999998, , , , ,99999998, , , , ,8,7,4,5,9,7,5,6,5,4,6,9,0,98,1,8,2,4,5,98,8,5,3,2,3,8,8,2,1,1,3,3,4,1,2,1,1,1,2,2,2,4,8,2,2,3,3,4,3,2,8,8,1,1,2,8,8,2,3,3,1,1,1,1,3,9,9,8,8,1,1,1,7,0,1,0,1,3,5,3,3,3,3,3,3,4,3,6,2,1,10,5,1,2,1,2,4,2,5,5,4,3,2,99999998,99999998,99999998,99999998,99999998,98,5,0,0,99999998,99999998,99999998,99999998,99999998,99999998,0,0,0,99999998,99999998,99999998,99999998,99999998,2,3,4,99999998,99999998,99999998,5,99999998,1,5,2,98,15,1,1,1,2,4,52,3,99999998,32,10,1,1,99999998,99999998,8,2,2,.217359981863784,.168268706321123,.23538764667984,.197360468307142
16610,20220213.13379.213,1975,99999998,99999998, ,1,3,2,0,0,0,0,0,0,0,1,0,0,0,2,99999998,99999998,99999998,99999998,99999998,99999998, , ,99999998, ,99999998, , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , ,99999998, , , ,99999998, , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , , ,99999998, , , ,99999998, , , , ,99999998, , , , ,5,6,5,5,8,7,5,7,3,7,7,7,5,5,0,5,5,0,2,5,5,1,2,3,3,2,1,1,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,5,3,3,1,1,1,4,3,4,4,3,1,2,99999998,99999998,99999998,99999998,99999998,3,3,3,1,99999998,99999998,99999998,99999998,99999998,99999998,0,0,0,99999998,99999998,99999998,99999998,99999998,2,2,3,99999998,99999998,99999998,3,99999998,1,3,3,6,2,1,1,2, ,99999998,52,3,99999998,33,10,1,1,99999998,99999998,6,1,1,.694483378420408,.694320347451568,.695360627116016,.694936293401711
16611,20220213.17129.213,1995,99999998,99999998, ,1,3,1,8,8,8,8,8,8,8,8,8,8,8,1,1,4,99999998,99999998,0,99, , , , ,99999998, , , ,99999998, , , ,2,99999998,8,99999998,0,99999998, , , ,99999998, , , ,31,52, ,"Ma semplicemente, se un fanciullo vuole drogarsi, fumare, lo fa punto e basta!",99, , , ,2,99999998,8,99999998,0,99999998, , , ,99999998, , , ,99, , , , , , , , , ,1,8,99999998,99999998,6,23, , , ,"Dal 2008, la vita è logicamente spinta alla tecnologia avanzata, quindi, il giornale non è più in carta ma in un display",99, , , ,99999998, , , , ,99999998, , , , ,5,10,7,0,98,6,10,4,98,98,98,3,2,4,98,5,7,3,98,98,2,8,9,6,1,1,1,6,1,1,1,1,1,1,1,8,1,1,1,4,4,1,1,1,8,8,1,4,1,1,4,1,8,8,1,8,4,1,1,1,2,2,2,2,1,1,6,6,98,7,4,9,98,8,9,98,98,98,98,98,0,98,98,98,98,98,98,0,5,1,7,1,2,2,2,2,5,4,5,5,5,5,3,99999998,99999998,99999998,99999998,99999998,0,3,3,2,99999998,99999998,99999998,99999998,99999998,99999998,0,0,1,99999998,99999998,99999998,99999998,99999998,4,4,4,99999998,99999998,99999998,4,99999998,98,98,0,2,1,1,1,8, ,99999998,32,5,4,99999998,10,99999998,1,99999998,99999998,1,1,1,.497504107811212,1.1460408792924,.36045119979104,.339530881939698
16612,20220213.16074.213,1939,99999998,99999998, ,1,1,1,8,8,8,8,8,8,8,8,8,8,8,3,2,99999998,2,99999998,0,99999998, , ,99999998, ,12, , ,Per la sicurezza,21, , ,Conoscneze per la medicina,1,4,99999998,99999998,10,43, , ,Per la salute dei giovani,90, , ,Evitare inutile inquinamento,99999998, , , ,99999998, , , ,1,4,99999998,99999998,10,95, , ,Quanto spiegato dal CF,21,25, ,CH piu attrattiva,99999998, , , , , ,99999998, , , ,1,4,99999998,99999998,10,21, , , ,I giornali locali devono essere aiutati,21, , ,Desidero essere informato dalle notizie locali,99999998, , , , ,99999998, , , , ,9,8,8,98,9,0,5,5,5,1,1,8,1,8,5,8,6,5,5,8,8,8,5,5,5,5,1,6,1,1,4,4,4,4,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,4,4,4,1,1,1,1,2,8,8,8,8,8,8,98,98,9,98,98,98,98,98,98,98,98,98,98,98,98,98,10,3,1,10,5,3,2,2,2,2,2,98,5,4,1,1,99999998,99999998,99999998,99999998,99999998,1,5,98,2,99999998,99999998,99999998,99999998,99999998,99999998,2,1,0,99999998,99999998,99999998,99999998,99999998,0,4,4,99999998,99999998,99999998,5,99999998,2,1,98,98,3,1,1,1,2,4,32,7,3,33,10,2,1,99999998,99999998,98,2,2,.287956895022006,.153556769549905,.366156047642967,.261461687503402
16618,20220213.26491.213,1952,99999998,99999998, ,1,3,2,0,0,0,0,0,0,0,1,0,0,0,3,99999998,99999998,99999998,99999998,99999998,99999998, , ,99999998, ,99999998, , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , ,99999998, , , ,99999998, , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , , ,99999998, , , ,99999998, , , , ,99999998, , , , ,10,9,98,7,9,6,8,9,8,98,9,9,1,7,4,8,98,98,8,10,7,3,4,2,5,1,3,2,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,8,5,3,2,1,3,5,2,3,5,2,3,2,99999998,99999998,99999998,99999998,99999998,5,2,0,0,99999998,99999998,99999998,99999998,99999998,99999998,0,0,2,99999998,99999998,99999998,99999998,99999998,4,0,5,99999998,99999998,99999998,5,99999998,3,2,0,6,3,1,2,1,2,6,32,7,3,33,10,2,1,99999998,99999998,6,1,1,.433606531580846,.433504741825849,.434154249173601,.433889312854302
16619,20220213.20387.213,1963,99999998,99999998, ,1,2,1,8,8,8,8,8,8,8,8,8,8,8,3,2,99999998,4,99999998,9,99999998, , ,99999998, ,31, , ,Avrebbe impedito di beneficiare di nuove terapie mediche e avrebbe limitato la ricerca,32, , ,minaccia posti di lavoro,2,99999998,4,99999998,8,99999998, , , ,99999998, , , ,32, , ,Troppo restrittiva,22, , ,motivi economici,2,99999998,4,99999998,9,99999998, , , ,99999998, , , ,31, , , , ,"Principali beneficiari le grandi multinazionali, banche e assicurazioni",26, , ,I cittadini no ci guadagnano nulla,2,99999998,4,99999998,10,99999998, , , , ,99999998, , , ,22, , , ,Avrebbero tratto profitto solo ricche case editrici,31, , , ,sperpero di soldi del contribuente. Media sovvenzionati dalla Stato e non più indipendenti,5,5,5,0,9,0,8,0,7,5,3,9,0,7,0,5,5,3,0,9,0,8,3,5,3,5,2,1,1,2,2,3,3,1,1,2,1,2,3,3,2,1,2,2,1,2,1,3,3,2,1,1,1,2,3,3,3,2,1,1,2,2,3,3,3,3,3,7,9,0,0,0,4,0,1,1,0,0,8,4,3,5,0,0,5,5,0,9,3,1,10,5,5,3,4,3,5,3,5,5,2,4,2,99999998,99999998,99999998,99999998,99999998,3,3,2,3,99999998,99999998,99999998,99999998,99999998,99999998,1,0,1,99999998,99999998,99999998,99999998,99999998,3,3,3,99999998,99999998,99999998,5,99999998,3,3,1,98,3,1,1,2, ,99999998,32,3,99999998,32,10,2,1,99999998,99999998,10,1,1,.0291906623648896,.0225978809469852,.0281379025617004,.0382282768119865
16622,20220213.17855.213,1986,99999998,99999998, ,1,2,2,1,0,0,0,0,1,1,0,0,0,0,3,99999998,99999998,99999998,99999998,99999998,99999998, , ,99999998, ,99999998, , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , ,99999998, , , ,99999998, , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , , ,99999998, , , ,99999998, , , , ,99999998, , , , ,8,7,4,4,8,5,4,6,4,5,7,7,3,6,0,6,4,0,4,7,6,5,2,5,4,2,4,2,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,2,4,3,4,4,5,3,2,5,5,3,2,1,99999998,99999998,99999998,99999998,99999998,3,3,2,0,99999998,99999998,99999998,99999998,99999998,99999998,4,1,3,99999998,99999998,99999998,99999998,99999998,4,4,1,99999998,99999998,99999998,4,99999998,3,5,0,9,3,2,2,2, ,99999998,52,3,99999998,32,10,1,1,99999998,99999998,7,1,1,.200648986505708,.200601883868434,.200902439744701,.200779841951346
16623,20220213.17236.213,1997,99999998,99999998, ,1,4,2,0,0,0,0,0,0,0,1,0,0,0,99,99999998,99999998,99999998,99999998,99999998,99999998, , ,99999998, ,99999998, , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , ,99999998, , , ,99999998, , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , , ,99999998, , , ,99999998, , , , ,99999998, , , , ,8,7,7,5,8,7,7,5,7,5,7,7,5,7,3,4,5,0,5,8,3,5,2,4,4,9,2,2,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,7,1,1,1,1,1,1,1,1,1,1,1,1,99999998,99999998,99999998,99999998,99999998,0,0,0,0,99999998,99999998,99999998,99999998,99999998,99999998,0,0,0,99999998,99999998,99999998,99999998,99999998,0,0,0,99999998,99999998,99999998,0,99999998,0,0,0,99999998,18,1,1,2, ,99999998,52,3,99999998,33,10,3,1,99999998,99999998,3,3,1,.326364076202047,.326287461767215,.326776328631749,.326576918127518
16624,20220213.28701.213,1984,99999998,99999998, ,1,3,1,8,8,8,8,8,8,8,8,8,8,8,5,1,4,99999998,99999998,7,24, ,Evitare sofferenza per i poveri animali,99, ,99999998, , , ,99999998, , , ,1,4,99999998,99999998,10,23, , ,"Il Fumo nuoce gravemente alla Salute , Perciò , non é corretto , che i fanciulli vengano tentati dalle pubblicità sul tabacco",99, , , ,99999998, , , ,99999998, , , ,1,2,99999998,99999998,5,99, , , , , , , ,99999998, , , , , ,99999998, , , ,1,2,99999998,99999998,4,21, , , ,Garantire la continuità,99, , , ,99999998, , , , ,99999998, , , , ,7,7,3,3,9,5,6,5,3,9,9,6,3,8,0,5,5,0,0,9,7,5,1,3,5,3,6,2,1,1,1,1,1,3,8,4,1,1,1,3,1,4,3,3,2,3,3,4,3,1,3,3,1,3,2,3,1,3,3,3,1,1,1,1,2,2,5,4,10,3,0,5,6,0,0,7,0,0,0,0,2,3,0,3,1,5,0,10,4,1,10,3,1,2,1,1,4,3,3,3,1,1,1,99999998,99999998,99999998,99999998,99999998,1,1,0,0,99999998,99999998,99999998,99999998,99999998,99999998,0,0,0,99999998,99999998,99999998,99999998,99999998,0,1,0,99999998,99999998,99999998,1,99999998,0,4,0,6,5,1,1,1,2,3,32,3,99999998,33,10,2,1,99999998,99999998,8,1,1,.0269304249652831,.0427330964767374,.0257385436009618,.0183791667162339
16626,20220213.16023.213,1960,99999998,99999998, ,1,1,1,8,8,8,8,8,8,8,8,8,8,8,2,2,99999998,8,99999998,8,99999998, , ,99999998, ,36, , ,Fiducia nella ricerca scientifica e medica,99, , , ,1,4,99999998,99999998,8,22, , ,Sono convinto che il fumo è dannoso e che i giovani sono più influenzabili,99, , , ,99999998, , , ,99999998, , , ,2,99999998,8,99999998,5,99999998, , , ,99999998, , , ,99, , , , , , , , , ,1,4,99999998,99999998,9,26, , , ,Difes della pluralità delle voci,99, , , ,99999998, , , , ,99999998, , , , ,8,8,5,5,9,5,8,7,5,5,9,9,0,9,5,7,7,2,5,9,5,3,2,4,1,4,6,2,1,1,2,8,4,1,2,1,1,1,3,1,1,2,2,4,8,8,8,8,8,8,8,8,1,2,1,2,1,4,3,4,1,1,1,1,3,8,0,5,8,0,0,2,8,8,2,0,0,8,0,8,5,5,5,3,1,5,0,8,5,1,9,5,5,4,1,2,5,3,2,4,2,1,1,99999998,99999998,99999998,99999998,99999998,3,5,5,5,99999998,99999998,99999998,99999998,99999998,99999998,0,0,3,99999998,99999998,99999998,99999998,99999998,0,0,5,99999998,99999998,99999998,0,99999998,3,3,3,98,2,1,1,1,1,4,60,3,99999998,32,10,2,1,99999998,99999998,13,1,2,.0777412489906639,.041456534856958,.0749375146675425,.0705881974042253
16627,20220213.12971.213,1963,99999998,99999998, ,1,2,2,0,0,0,0,0,0,0,1,0,0,0,5,99999998,99999998,99999998,99999998,99999998,99999998, , ,99999998, ,99999998, , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , ,99999998, , , ,99999998, , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , , ,99999998, , , ,99999998, , , , ,99999998, , , , ,8,8,6,6,7,6,7,7,6,8,7,8,5,6,0,6,5,5,5,8,6,3,1,3,3,2,8,5,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,8,3,2,3,1,2,2,3,4,4,2,1,1,99999998,99999998,99999998,99999998,99999998,1,1,1,1,99999998,99999998,99999998,99999998,99999998,99999998,0,0,1,99999998,99999998,99999998,99999998,99999998,0,1,0,99999998,99999998,99999998,3,99999998,0,3,0,9,2,1,1,8, ,99999998,32,3,99999998,33,10,1,1,99999998,99999998,7,2,1,.782577552630597,.782393841428052,.78356607900659,.783087919197503
