CODERESP;SECURITYID;BIRTHYEARR;CONTROL1;CONTROL3;CONTROL3@;S11;POLINT;PART;NONVOTE_01;NONVOTE_02;NONVOTE_03;NONVOTE_04;NONVOTE_05;NONVOTE_06;NONVOTE_07;NONVOTE_08;NONVOTE_09;NONVOTE_10;NONVOTE_98;PARTY15;VOTE1;VOTE1A;VOTE1B;VOTE1C;IMPORTANCE1;REASON1ACC1;REASON1ACC1_01;REASON1ACC1_02;REASON1ACC1_03;REASON1ACC1_04;REASON2ACC1;REASON2ACC1_01;REASON2ACC1_02;REASON2ACC1_03;REASON1DEN1;REASON1DEN1_01;REASON1DEN1_02;REASON1DEN1_03;REASON2DEN1;REASON2DEN1_01;REASON2DEN1_02;VOTE2;VOTE2A;VOTE2B;VOTE2C;IMPORTANCE2;REASON1ACC2;REASON1ACC2_01;REASON1ACC2_02;REASON1ACC2_03;REASON2ACC2;REASON2ACC2_01;REASON2ACC2_02;REASON1DEN2;REASON1DEN2_01;REASON1DEN2_02;REASON1DEN2_03;REASON2DEN2;REASON2DEN2_01;REASON2DEN2_02;VOTE3;VOTE3A;VOTE3B;VOTE3C;IMPORTANCE3;REASON1ACC3;REASON1ACC3_01;REASON1ACC3_02;REASON1ACC3_03;REASON1ACC3_04;REASON1ACC3_05;REASON2ACC3;REASON2ACC3_01;REASON2ACC3_02;REASON2ACC3_03;REASON2ACC3_04;REASON2ACC3_05;REASON1DEN3;REASON1DEN3_01;REASON1DEN3_02;REASON2DEN3;REASON2DEN3_01;REASON2DEN3_02;TRUST_1;TRUST_2;TRUST_3;TRUST_4;TRUST_5;TRUST_6;TRUST_8;TRUST_9;TRUST_18;TRUST_30;TRUST_32;TRUST_36;TRUST_37;TRUST_38;TRUST_39;TRUST_51;TRUST_52;TRUST_53;LRSP;VALUE1;VALUE2;VALUE4;VALUE5;VALUE6;VALUE8;VALUE12;VALUE13;DIFFICUL1;DECTIME1;ARGU1_1;ARGU1_2;ARGU1_3;ARGU1_4;ARGU1_5;ARGU1_6;DIFFICUL2;DECTIME2;ARGU2_1;ARGU2_2;ARGU2_3;ARGU2_4;ARGU2_5;ARGU2_6;DIFFICUL3;DECTIME3;ARGU3_1;ARGU3_2;ARGU3_3;ARGU3_4;ARGU3_5;ARGU3_6;COVID1A;COVID1B;COVID1C;ONLINE;MEDIAUSE_1;MEDIAUSE_2;MEDIAUSE_3;MEDIAUSE_4;MEDIAUSE_5;MEDIAUSE_6;MEDIAUSE_7;MEDIAUSE_8;MEDIAUSE_9;MEDIAUSE_10;MEDIAUSE_11;MEDIAUSE_12;MEDIAUSE_13;MEDIAUSE_14;MEDIAUSE_15;MEDIAUSE2_1;MEDIAUSE2_2;MEDIAUSE2_3;MEDIAUSE2_4;MEDIAUSE2_5;MEDIAUSE2_6;MEDIAUSE2_7;MEDIAUSE2_8;DISCUS;VOTEWIE;PART2;MEDKONS_1;MEDKONS_2;MEDKONS_3;MEDKONS_4;MEDKONS_5;MEDKONS_6;MEDKONS_7;MEDKONS_8;MEDKONS_9;MEDKONS_10;MEDKONS_11;MEDKONS_12;MEDHAUPT;MEDNR_1;MEDNR_2;MEDNR_3;MEDNR_4;MEDNR_5;MEDNR_6;MEDNR_7;MEDNR_8;MEDNR_9;MEDNR_10;MEDNR_11;MEDNR_12;MEDNR_13;MEDNR_14;MEDNR_15;MEDNR_16;MEDNR_17;MEDNR_18;MEDNR_19;MEDNR_20;MEDNR_21;MEDNR_22;MEDNR_23;MEDNR_24;MEDNR_25;MEDNR_26;MEDNR_27;MEDNR_28;MEDNR_29;MEDNR_30;MEDNR_31;MEDNR_32;MEDNR_33;MEDNR_34;PARTYA;CITIZENREPA;ORIGINPARENTS;CONFESSD;CONFESSR;CULT;EDUC;ACTI;ACTIPREV;S17JOBPOSITION;WORKLOAD;S17SECTOR;MAINEARNER;EDUCMAIN;ACTIMAIN;INCOME;INCOMEPRECARIAT;HABITAT;GEWVORL1;GEWVORL2;GEWVORL3
17518;20220515.47998.214;1982;99999998;99999998; ;2;3;1;8;8;8;8;8;8;8;8;8;8;8;16;2;99999998;4;99999998;5; ;99999998; ; ; ; ;99999998; ; ; ;999; ; ; ; ; ;1;4;99999998;99999998;10; ;999; ; ; ; ; ; ;99999998; ; ; ;99999998; ;1;2;99999998;99999998;4; ;999; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ;99999998; ;5;5;2;3;5;9;5;5;3;5;5;1;1;7;7;5;5;5;98;4;5;3;3;3;4;3;3;1;1;3;3;3;2;2;3;1;1;2;1;1;4;4;4;2;3;8;2;8;8;8;8;3;3;3;1;0;0;0;9;0;0;0;5;0;1;0;4;3;5;5;2;1;1;1;1;5;2;5;2;1;7;1;4;1;1;1;3;1;3;2;3;5;3;6;99999998;99999998;99999998;99999998;99999998;0;0;0;0;99999998;99999998;99999998;99999998;99999998;99999998;0;0;0;99999998;99999998;99999998;99999998;99999998;0;0;5;99999998;99999998;99999998;0;99999998;0;0;0;16;1;2;2;99999998;99999998;32;3;99999998;33;10;1;1;99999998;99999998;12;1;2;0.143765734;0.095091366;0.108117424
17519;20220515.30562.214;1996;99999998;99999998; ;1;1;1;8;8;8;8;8;8;8;8;8;8;8;3;1;8;99999998;99999998;3; ;999; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;10; ;999; ; ; ; ; ; ;99999998; ; ; ;99999998; ;1;2;99999998;99999998;6; ;999; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ;99999998; ;7;9;2;6;6;10;6;5;7;10;8;0;3;10;10;6;4;10;6;1;2;4;4;3;1;4;6;1;8;8;8;8;8;3;8;1;1;2;1;1;3;4;4;1;2;1;4;1;3;4;3;8;1;1;1;10;98;2;8;0;6;0;98;4;98;98;98;0;0;0;5;0;4;4;0;8;2;10;2;1;10;5;3;1;1;3;5;5;2;3;2;1;1;98;0;5;0;99999998;99999998;99999998;99999998;98;2;0;0;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;0;0;0;0;0;0;0;0;0;3;1;1;2;99999998;99999998;52;3;99999998;32;21;2;3;99999998;99999998;5;1;1;0.703455102;0.670722653;0.694602578
17520;20220515.45453.214;1941;99999998;99999998; ;2;1;1;8;8;8;8;8;8;8;8;8;8;8;1;1;4;99999998;99999998;10;Unterstützung der Filmmachenden und des schweizer Films;212; ; ; ; ;999; ; ; ;99999998; ; ; ;99999998; ;3;99999998;99999998;2;10; ;99999998; ; ; ;99999998; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;10;guter Grenzschutz mit gerechten Gesetzesvorgaben;200; ; ; ; ; ;999; ; ; ; ; ;99999998; ; ;99999998; ;10;10;9;9;8;10;10;8;6;10;10;5;10;10;10;10;6;10;5;2;4;3;5;1;3;2;1;1;1;1;1;3;2;3;1;1;2;1;1;8;8;2;1;1;2;1;8;1;3;3;3;1;8;1;2;10;10;10;10;10;10;6;0;10;10;98;98;98;98;98;98;98;8;98;98;8;6;10;3;1;10;5;2;98;1;1;1;1;5;5;4;1;1;9;1;98;5;99999998;99999998;99999998;99999998;5;98;0;5;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;0;0;0;0;5;5;5;5;3;1;1;1;1;1;5;32;7;3;33;10;1;2;32;7;10;1;2;0.604975841;0.595566344;0.597362614
17523;20220515.35048.214;1942;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;1;2;99999998;8;99999998;1; ;99999998; ; ; ; ;99999998; ; ; ;999; ; ; ; ; ;2;99999998;4;99999998;8; ;99999998; ; ; ;99999998; ; ;999; ; ; ; ; ;2;99999998;4;99999998;3; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;999; ; ; ; ;5;5;2;2;2;2;2;2;0;2;2;2;2;10;10;3;0;10;98;3;6;1;6;1;6;1;1;2;2;4;4;2;1;1;1;2;2;3;3;3;2;1;1;2;1;3;3;3;2;8;1;1;1;1;2;0;0;3;0;3;3;0;3;0;3;0;0;0;0;3;5;0;0;0;0;3;0;8;4;1;10;5;5;3;5;3;5;1;1;5;1;3;1;9;99999998;99999998;99999998;99999998;99999998;2;0;98;1;99999998;99999998;99999998;99999998;99999998;99999998;1;1;0;99999998;99999998;99999998;99999998;99999998;0;0;1;99999998;99999998;99999998;1;99999998;1;0;0;1;1;1;1;2;9;32;7;7;99999998;10;99999998;3;99999998;99999998;6;3;1;0.218636618;0.192738336;0.146800378
17527;20220515.35531.214;2001;99999998;99999998; ;1;1;1;8;8;8;8;8;8;8;8;8;8;8;9;2;99999998;4;99999998;2; ;99999998; ; ; ; ;99999998; ; ;Ich denke nicht, dass es eine gute Idee ist die Film Auswahl auf Streaming Diensten prozentual einzuschränken. Die Streaming Services sind jetzt schon mühsam mit ihrer kargen Auswahl an Serien oder Filmen durch das aufkommen verschiedener Dienste und dieses Gesetz wird dies nicht verbessern.   Das Gesetz wird in der Schweiz die Dienste noch unattraktiver machen und wird warscheinlich nur Piracy fördern aber dass ist ja das Problem der Producer.;406;401;207;"Die Idee die lokale Medienproduktion zu fördern ist ja an sich OK. Aber bis jetzt ist nicht wirklich vieles an guten Medien in der Schweiz entstanden siehe ""Bauer ledig sucht"" :). Da bräuchte es mehr einen Wandel in der Industrie als einfach mehr Geld.";300; ;1;4;99999998;99999998;8;Es gab absolut kein Grund dagegen. Meiner Meinung nach hat Glauben nichts in der Politik zu suchen. Deshalb ist aus rationaler Sicht klar, dass das Gesetz nur Vorteile hat. Ob von meiner Leiche noch Organe genommen werden spielt dann keine Rolle mehr und mit diesen Organen können Leben gerettet werden.  Aus meiner Sicht wäre ein Ablehnen dieser Initiative ziemlich egoistisch. Wem ist der Zustand seiner Leiche wichtiger als ein Leben eines anderen?;201; ; ; ;999; ; ;99999998; ; ; ;99999998; ;1;2;99999998;99999998;6;Ich habe einfach Hoffnung darauf, dass sich die Kontrolle über die Frontex mit der Aufrüstung auch verbessern wird.   Leider gab es in der Vergangenheit wirklich zu viele Meldungen von Menschenrechtsverlezungen durch die Frontex. Aber dass wird auch weiter passieren auch wenn die Schweiz nicht mit finanziert. Und wer weiss vielleicht strengt sich die Schweiz ja wirklich an und hilft etwas mit um zukünftig diese Vorfälle zu verhindern.;300;305; ; ; ;Wir als Schweizer können nicht meinen die Ausschaffungsinitiative anzunehmen aber danach über die Frontex zu reklamieren. Das ganze wäre ein bisschen heuchlerisch.   Die möglichen Folgen durch die Ablehnung wären doch etwas arg. Auch wenn ich denke die Wahrscheinlichkeit war klein, dass wir aus der Schengen-Dublin Abkommen geschmissen werden, wegen dem.;400;203; ; ; ; ;99999998; ; ;99999998; ;7;5;3;2;0;9;6;98;7;8;9;1;1;98;9;98;3;8;1;2;3;1;1;4;1;4;3;1;1;3;3;8;2;1;8;1;1;2;1;1;3;4;2;2;2;2;1;2;2;8;4;1;1;1;1;0;0;0;8;0;0;0;0;4;7;0;0;4;10;0;6;5;0;0;4;3;0;8;3;1;8;2;1;1;1;2;3;4;1;2;3;1;1;6;0;0;0;99999998;99999998;99999998;99999998;0;0;0;0;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;0;0;0;0;0;0;0;0;0;9;1;1;2;99999998;99999998;33;3;99999998;33;22;1;8;99999998;99999998;10;1;8;0.375003965;0.548977252;0.395225617
17528;20220515.41179.214;1965;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;16;1;4;99999998;99999998;6; ;999; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ;1;3;99999998;99999998;6;im Ernstfall = Klarheit;502; ; ; ;999; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;7;die Schweiz soll keine Insel sein;203;208; ; ; ; ;999; ; ; ; ; ;99999998; ; ;99999998; ;5;5;5;5;98;7;98;7;8;8;7;98;98;9;5;3;6;5;98;1;1;1;4;3;3;9;5;1;1;2;2;3;1;3;3;1;1;1;2;1;3;2;2;1;1;2;2;1;2;2;3;1;1;1;3;4;5;5;6;2;1;1;1;7;6;7;0;0;0;0;4;2;3;3;3;6;2;6;3;1;6;4;1;1;1;1;4;4;4;5;4;3;1;98;2;0;5;99999998;99999998;99999998;99999998;98;2;0;0;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;2;2;0;0;4;4;2;3;3;18;2;2;1;2;2;32;3;99999998;33;22;3;2;32;1;98;2;2;0.595650496;0.627606556;0.547190073
17530;20220515.45328.214;1977;99999998;99999998; ;2;2;2;0;0;0;1;0;0;0;0;0;0;0;17;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ;99999998; ;8;8;5;98;98;8;8;98;8;8;8;98;98;8;8;98;98;10;98;6;1;1;6;1;1;1;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;98;3;3;1;1;1;5;2;5;5;5;98;5;11;99999998;99999998;99999998;99999998;99999998;1;1;0;5;99999998;99999998;99999998;99999998;99999998;99999998;0;0;0;99999998;99999998;99999998;99999998;99999998;0;0;5;99999998;99999998;99999998;1;99999998;0;1;0;18;2;2;1;2;2;51;3;99999998;98;23;2;1;99999998;99999998;98;3;1;0.355403904;0.35520517;0.355614773
17533;20220515.47721.214;1973;99999998;99999998; ;2;1;1;8;8;8;8;8;8;8;8;8;8;8;3;1;4;99999998;99999998;7;Stärkung der lokalen kulturellen Wertschöpfung ist eine gute Sache, Erhöhung der Gebühren sehe ich nicht als Risiko, Gleichbehandlung internationaler Streaming Dienste und lokaler Anbieter (die diesen Vorschriften bereits unterliegen) ist grundsätzlich wünschenswert;402;210; ; ; ;999; ; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;10;Das Thema wurde in der Vergangenheit mehrere Male kontrovers diskutiert mit verschiedenen Lösungsansätzen, ich bin überzeugt, dass mit diesem Lösungsansatz jetzt, das Aufkommen an gespendeten Organen signifikant erhöht werden kann.;205; ; ;Ich bin der Organspende gegenüber grundsätzlich positiv eingestellt. Jeder kann widersprechen, der das für sich möchte. Ich finde die Idee sehr schön, dass nach meinem Tod noch etwas Sinnvolles mit meinen Organen passiert und ich so ganz direkt anderen über meinen Tod hinaus helfen kann. Beitrag zu ein bisschen mehr Glück auf dieser Welt.;201; ; ;99999998; ; ; ;99999998; ;2;99999998;2;99999998;7; ;99999998; ; ; ; ; ;99999998; ; ; ; ;Ich habe die Notwendigkeit nicht eingesehen, dass sich CH daran beteiligt. Aus heutiger Sicht hätte ich ggf. ein Ja eingelegt, da ich grundsätzlich für die Weiterführung und Weiterentwicklung von Schengen und der Zusammenarbeit mit der Eu bin, allerdings nur bei vollständiger Wahrung der Souveränität.;503; ; ;999; ;8;8;6;7;7;9;2;7;5;7;8;0;1;8;8;6;4;7;6;1;2;4;5;1;4;5;5;1;1;2;2;2;3;4;4;1;1;1;1;1;1;4;4;2;3;2;2;2;3;3;2;1;1;8;2;8;6;5;10;2;3;4;0;6;3;0;0;0;0;0;0;0;0;0;0;8;1;10;2;1;9;5;2;1;5;3;3;3;5;4;4;1;3;8;0;5;0;99999998;99999998;99999998;99999998;0;0;0;0;5;0;0;99999998;99999998;99999998;99999998;0;1;99999998;99999998;99999998;99999998;99999998;0;3;0;0;2;2;0;5;0;3;2;2;2;99999998;99999998;51;3;99999998;33;21;1;2;52;3;15;1;2;0.937121209;1.023323871;1.023187169
17537;20220515.38391.214;1991;99999998;99999998; ;2;2;2;0;0;0;1;0;0;0;1;0;0;0;17;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ;99999998; ;8;9;5;4;6;8;7;7;5;8;8;3;6;9;9;4;5;8;6;2;4;9;4;3;3;2;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;3;3;1;1;1;5;2;5;2;2;5;2;8;1;1;1;99999998;99999998;99999998;99999998;2;3;0;0;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;5;2;0;0;1;1;0;5;5;10;1;1;1;1;2;32;3;99999998;32;10;2;1;99999998;99999998;6;1;1;1.394349347;1.385067419;1.397584029
17538;20220515.35098.214;1997;99999998;99999998; ;2;4;2;0;0;0;0;0;0;0;0;0;1;0;16;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ;99999998; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;6;6;6;8;1;3;6;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;0;1;1;1;1;1;1;1;1;1;3;5;1;11;98;99999998;99999998;0;0;99999998;99999998;0;1;99999998;99999998;99999998;99999998;99999998;0;99999998;99999998;99999998;0;99999998;0;0;0;99999998;99999998;0;99999998;99999998;99999998;0;99999998;1;0;0;16;2;2;2;99999998;99999998;33;3;99999998;33;23;1;4;97;9;2;3;1;1.699325792;1.699232072;1.699353333
17541;20220515.48191.214;1945;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;3;1;2;99999998;99999998;8;soutenir le cinéma suisse;212; ; ; ; ;999; ; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;10;sauver des vies;201; ; ; ;999; ; ;99999998; ; ; ;99999998; ;1;8;99999998;99999998;8;meilleure contrôles des frontières;200; ; ; ; ; ;999; ; ; ; ; ;99999998; ; ;99999998; ;8;8;7;7;7;9;98;7;8;8;8;0;0;8;8;8;8;9;6;2;4;1;2;2;3;3;2;2;2;2;2;8;8;8;8;1;1;1;1;1;8;3;3;8;8;8;8;8;8;8;8;1;1;1;2;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;6;0;0;0;0;5;0;8;3;1;6;3;3;98;2;1;2;1;4;5;4;3;1;8;0;99999998;99999998;1;0;99999998;99999998;98;1;99999998;99999998;99999998;99999998;99999998;1;99999998;99999998;99999998;0;99999998;0;0;0;99999998;99999998;0;99999998;99999998;99999998;4;99999998;4;4;2;3;1;1;2;99999998;99999998;32;7;3;33;10;2;1;99999998;99999998;3;2;1;0.667462752;0.679421559;0.816760013
17544;20220515.49678.214;1957;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;99;1;4;99999998;99999998;98; ;999; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;98;une personne de ma famille aurait été concernée!;106; ; ;beau geste qui pourrait sauver une vie!;201; ; ;99999998; ; ; ;99999998; ;2;99999998;3;99999998;98; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;999; ; ; ; ;7;5;6;5;2;8;8;5;5;8;4;3;3;8;9;9;2;9;3;1;2;1;9;5;4;3;9;1;1;2;2;8;8;3;3;1;1;1;1;1;1;4;4;1;1;4;4;4;1;8;8;1;1;1;2;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;1;0;0;0;0;2;0;7;3;1;10;5;1;1;1;1;1;1;5;5;1;1;1;98;0;99999998;99999998;0;0;99999998;99999998;98;5;99999998;99999998;99999998;99999998;99999998;0;99999998;99999998;99999998;0;99999998;0;0;0;99999998;99999998;0;99999998;99999998;99999998;5;99999998;0;5;0;2;1;1;2;99999998;99999998;33;7;3;33;23;1;8;99999998;99999998;98;2;2;0.797530697;0.865933053;0.971358968
17545;20220515.48919.214;1978;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;3;1;4;99999998;99999998;3;Schweizer Filmindustrie Stützen;212; ; ; ; ;999; ; ; ;99999998; ; ; ;99999998; ;2;99999998;4;99999998;8; ;99999998; ; ; ;99999998; ;Ein Transplantat ist ein Geschenk und Geschenke schenkt man freiwillig und nicht, wel man vergessen hat, anders zu entscheiden. Ich bin Organspenderin seit 20 Jahren, weil ich das will und nicht weil ich muss;203; ; ; ;999; ;1;4;99999998;99999998;3;Wenn Schengen, dann richtig;400; ; ; ; ; ;999; ; ; ; ; ;99999998; ; ;99999998; ;5;5;2;5;5;9;3;5;3;3;7;0;0;8;8;5;2;7;5;2;3;4;3;4;2;3;2;1;1;8;8;8;8;8;2;1;1;8;3;2;1;4;1;1;1;2;2;2;2;3;4;1;1;1;3;5;0;0;4;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;3;1;10;4;4;1;4;1;5;1;4;4;4;1;4;6;0;1;0;99999998;99999998;99999998;99999998;3;5;0;0;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;0;1;0;0;1;1;0;3;0;3;1;1;2;99999998;99999998;33;3;99999998;33;10;2;2;51;3;15;1;1;0.257769731;0.287146837;0.231669166
17546;20220515.42239.214;1970;99999998;99999998; ;2;2;2;0;0;0;0;0;0;0;1;0;0;0;17;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ;99999998; ;8;6;98;6;98;5;98;98;6;7;7;98;98;8;98;8;98;8;5;2;2;3;5;2;2;9;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;7;1;2;1;1;1;5;1;4;5;2;1;1;9;0;0;0;99999998;99999998;99999998;99999998;1;0;0;0;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;0;0;5;0;5;1;0;3;0;18;2;2;2;99999998;99999998;32;8;3;33;10;1;2;51;3;15;1;2;1.907708034;1.895008771;1.912133632
17548;20220515.41239.214;1974;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;17;1;4;99999998;99999998;6;trovo corretto che anche le emittenti straniere che beneficiano di finestre pubblicitarie svizzere contribuiranno alla pluralità dell'offerta;210; ; ; ;l'obbligo di investimento garantisce che una piccola parte della cifra redizzata in svizzera rimanga da noi (creando posti di lavoro per le imprese locali);210;209; ; ;99999998; ; ; ;99999998; ;1;2;99999998;99999998;8;perché sono consapevole che ci sia una grande necessità di gente disposta a donare organi;202; ; ; ;999; ; ;99999998; ; ; ;99999998; ;2;99999998;4;99999998;98; ;99999998; ; ; ; ; ;99999998; ; ; ; ;penso sia troppo costoso;411; ; ;999; ;9;9;8;8;98;9;8;98;8;8;8;98;98;98;8;98;8;8;7;4;6;3;9;1;5;2;1;2;2;2;2;3;8;8;8;1;2;1;2;3;1;3;1;1;1;2;2;2;2;3;2;1;1;1;3;8;3;8;10;1;5;1;1;5;1;0;0;0;0;0;98;98;0;0;98;98;1;9;3;1;10;5;5;5;3;3;4;98;4;5;2;5;4;9;99999998;99999998;99999998;99999998;99999998;5;98;98;5;99999998;99999998;99999998;99999998;99999998;99999998;98;98;98;99999998;99999998;99999998;99999998;99999998;5;98;5;99999998;99999998;99999998;5;99999998;98;98;98;7;1;1;1;2;4;40;8;3;33;23;1;2;52;3;9;2;2;0.261191741;0.286606192;0.290940476
17561;20220515.47381.214;1943;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;3;1;2;99999998;99999998;2; ;999; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ;2;99999998;2;99999998;1; ;99999998; ; ; ;99999998; ; ;999; ; ; ; ; ;1;2;99999998;99999998;2; ;999; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ;99999998; ;8;8;3;2;5;1;3;8;1;8;8;7;7;8;8;5;1;8;9;5;4;5;5;1;4;6;1;2;8;3;2;3;2;2;3;2;8;3;2;2;1;1;1;2;3;3;1;1;3;4;1;1;1;1;2;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;98;98;98;98;98;98;98;10;4;1;98;98;98;98;98;98;98;98;98;98;98;98;98;99999998;99999998;99999998;99999998;99999998;99999998;3;98;98;3;99999998;99999998;99999998;99999998;99999998;99999998;98;3;98;99999998;99999998;99999998;99999998;99999998;98;98;98;99999998;99999998;99999998;5;99999998;3;3;98;3;1;1;1;2;6;32;7;3;33;10;2;1;99999998;99999998;5;1;2;0.096993997;0.141850375;0.121011206
17567;20220515.37653.214;1968;99999998;99999998; ;2;2;2;0;0;0;1;0;0;0;0;0;0;0;9;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ;99999998; ;10;9;7;5;7;9;7;6;8;8;10;98;98;10;7;8;98;10;7;1;1;1;8;1;2;5;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;5;1;1;2;2;5;2;4;1;1;3;1;98;0;5;0;99999998;99999998;99999998;99999998;1;0;1;0;0;0;0;99999998;99999998;99999998;99999998;1;0;99999998;99999998;99999998;99999998;99999998;0;5;0;1;0;0;0;5;0;16;9;8;2;99999998;99999998;52;3;99999998;32;10;1;1;99999998;99999998;8;1;1;1.628932408;1.618088903;1.632711288
